regime,metric,parameter,pawn_median,delta,S1_givendata,n,floor,delta_over_floor,temperature_K
metal,PRF,trap_carbide_N_T,0.06847488387554693,0.09476869176306968,0.007452146302794248,1494,0.10655720207815053,0.8893691830756311,1273.0
defect,flux,D_ref,0.14498892934911892,0.16403661697242206,0.25287435941472625,1477,0.0650167266704488,2.522991011280478,1273.0
defect,flux,E_D,0.06783899674894936,0.08018863203524801,0.008098085477221363,1477,0.0650167266704488,1.2333538789441254,1273.0
defect,flux,K_s_ref,0.17851500789889416,0.18298194323981382,0.20670197799988735,1477,0.0650167266704488,2.814382584458565,1273.0
defect,flux,H_s,0.08895122029854596,0.06342230923865082,0.007314101813133313,1477,0.0650167266704488,0.9754768116844819,1273.0
defect,flux,D_ox_ref,0.057756687919179456,0.0729084113883548,0.02091072047564787,1477,0.0650167266704488,1.1213792991749136,1273.0
defect,flux,E_D_ox,0.06744176471664623,0.08334991767414136,0.01769798789560798,1477,0.0650167266704488,1.2819765303876072,1273.0
defect,flux,K_ox_ref,0.08289797922499345,0.07571352112681663,0.011450527748987957,1477,0.0650167266704488,1.1645237311097931,1273.0
defect,flux,H_sol_ox,0.14629074378566592,0.1751256973835813,0.11961027593077521,1477,0.0650167266704488,2.693548358274685,1273.0
defect,flux,metal_thickness,0.1327174330728833,0.14184522772257682,0.12158558014826623,1477,0.0650167266704488,2.181672855379966,1273.0
defect,flux,oxide_thickness,0.07374334388552398,0.05911921658069323,0.017762816889569516,1477,0.0650167266704488,0.9092924176320293,1273.0
defect,flux,P_upstream,0.15451247746440705,0.12231904185849272,0.12848240264703106,1477,0.0650167266704488,1.88134727973146,1273.0
defect,flux,f_pinhole,0.07217031810802968,0.10063219797240455,0.027999079619408188,1477,0.0650167266704488,1.5477893632277182,1273.0
defect,flux,f_crack,0.0659154657123513,0.06484003093751188,0.00989334262004201,1477,0.0650167266704488,0.9972823034627297,1273.0
defect,flux,f_gb_defect,0.07669170524620761,0.07359071987659824,0.008806409058681377,1477,0.0650167266704488,1.1318736522927177,1273.0
defect,flux,crack_thickness_factor,0.060418480188283843,0.07418438292339874,0.001515180405007417,1477,0.0650167266704488,1.1410045802431452,1273.0
defect,flux,gb_diffusivity_factor,0.05974426404351929,0.061053008653972334,0.005404349604791768,1477,0.0650167266704488,0.9390354110478766,1273.0
defect,flux,grain_size,0.07297022818349833,0.0799284788338114,0.006876701504860496,1477,0.0650167266704488,1.229352551674064,1273.0
defect,flux,gb_thickness,0.06374174493673479,0.07680018590427458,0.006170401510299238,1477,0.0650167266704488,1.1812373497908124,1273.0
defect,flux,lattice_density,0.08303870414567774,0.06642754979382566,0.020509865293840707,1477,0.0650167266704488,1.021699387151985,1273.0
defect,flux,trap_dislocation_E_b,0.0764583981408626,0.06192314033197751,0.009814073340943402,1477,0.0650167266704488,0.9524186083044168,1273.0
defect,flux,trap_dislocation_N_T,0.05847087778367399,0.060493957240263914,0.003414048764221342,1477,0.0650167266704488,0.9304368327690578,1273.0
defect,flux,trap_gb_E_b,0.06436912538808273,0.07038733245511099,0.01033905843552155,1477,0.0650167266704488,1.0826034477540565,1273.0
defect,flux,trap_gb_N_T,0.059225694889202,0.0822390108049995,0.012202423662097847,1477,0.0650167266704488,1.2648900523990623,1273.0
defect,flux,trap_vacancy_E_b,0.08747143022701587,0.0995138452056413,0.016864226698087015,1477,0.0650167266704488,1.5305883624386156,1273.0
defect,flux,trap_vacancy_N_T,0.10705016603797918,0.08273888619130484,0.06446415412317132,1477,0.0650167266704488,1.2725784644724518,1273.0
defect,flux,trap_carbide_E_b,0.0718029302152525,0.0700755135532344,0.011452853734886874,1477,0.0650167266704488,1.0778074680447562,1273.0
defect,flux,trap_carbide_N_T,0.06670982085674029,0.09260003547652226,0.00471332428928835,1477,0.0650167266704488,1.424249423473522,1273.0
defect,permeability,D_ref,0.060904591117861256,0.06050592527674341,0.012940346068195404,1477,0.0719359725689509,0.841108045335013,1273.0
defect,permeability,E_D,0.06063926146864536,0.06223766761456846,0.005733727794892256,1477,0.0719359725689509,0.8651814299850249,1273.0
defect,permeability,K_s_ref,0.07700997012100601,0.07781768220444073,0.007160965631215677,1477,0.0719359725689509,1.0817631210845475,1273.0
defect,permeability,H_s,0.06418112909311285,0.052091841406985084,0.004653088603417477,1477,0.0719359725689509,0.7241417547674754,1273.0
defect,permeability,D_ox_ref,0.07738705191311826,0.07024469380991663,0.02662218155249992,1477,0.0719359725689509,0.976489109709149,1273.0
defect,permeability,E_D_ox,0.07518130859363087,0.06393807943156778,0.02047934662803707,1477,0.0719359725689509,0.8888192812056984,1273.0
defect,permeability,K_ox_ref,0.08857381174578195,0.04168017718226867,0.019876651336240135,1477,0.0719359725689509,0.5794065985876269,1273.0
defect,permeability,H_sol_ox,0.6106006383596092,0.7084082017913599,0.9457130633008444,1477,0.0719359725689509,9.84776011907461,1273.0
defect,permeability,metal_thickness,0.05896493988911051,0.05419794872951183,0.01202542990543929,1477,0.0719359725689509,0.7534192809802202,1273.0
defect,permeability,oxide_thickness,0.06698658712876723,0.07051938038672684,0.002763999391428574,1477,0.0719359725689509,0.980307596719204,1273.0
defect,permeability,P_upstream,0.0768872170361676,0.06036736499507618,0.012918851613817431,1477,0.0719359725689509,0.839181884101363,1273.0
defect,permeability,f_pinhole,0.10305083350107047,0.1358305821028197,0.035018788853637135,1477,0.0719359725689509,1.888214995253252,1273.0
defect,permeability,f_crack,0.08714804610200683,0.052827347295233834,0.03924128812794901,1477,0.0719359725689509,0.7343662066235168,1273.0
defect,permeability,f_gb_defect,0.10979462875197472,0.12062973006876769,0.05222244836451477,1477,0.0719359725689509,1.676904137956064,1273.0
defect,permeability,crack_thickness_factor,0.07357647811270018,0.08961806965144149,0.005149529654668982,1477,0.0719359725689509,1.2458032671420718,1273.0
defect,permeability,gb_diffusivity_factor,0.06691339274277663,0.06368340501499421,0.011095680079721231,1477,0.0719359725689509,0.8852789882551936,1273.0
defect,permeability,grain_size,0.06781688594484803,0.05092601510455518,0.004936597130622026,1477,0.0719359725689509,0.7079353108869475,1273.0
defect,permeability,gb_thickness,0.06926018774360007,0.06366364904377032,0.010752144969821005,1477,0.0719359725689509,0.8850043555433754,1273.0
defect,permeability,lattice_density,0.06500805138245896,0.04708159238314365,0.008286438217000371,1477,0.0719359725689509,0.6544930262535307,1273.0
