parameter,defect,metal,oxide
H_sol_ox,0.34212893326422156,1.7894260266963866,0.31216341691209326
D_ref,0.10690596889997174,0.15549119104404435,0.06300570929542441
trap_carbide_N_T,0.1006349810511494,0.1424518069060624,0.07198604965123626
trap_vacancy_N_T,0.09621451163862979,0.13394987567580474,0.0802781448638022
K_ox_ref,0.07207128984084016,0.14243423338549613,0.07824686561278116
K_s_ref,0.09670942522003162,0.11112760808919331,0.0830789760860134
E_D_ox,0.0890784094856484,0.10337910814496686,0.09229114509074185
f_pinhole,0.08443366581940952,0.11854512589290281,0.07669160956321763
f_gb_defect,0.10084331979293765,0.11003456195463647,0.06665516028094412
E_D,0.07044518116082132,0.10413205268151099,0.09914767918117573
trap_dislocation_E_b,0.0932283210566352,0.11068029564272186,0.06874041833030722
oxide_thickness,0.09444225397560384,0.11728148003825814,0.05661054154196913
trap_vacancy_E_b,0.08763066363825665,0.1054368398469191,0.07140073228407169
grain_size,0.05665536505188767,0.11802829425708601,0.07663802286071124
H_s,0.07576597186723957,0.11812329282248113,0.05712759477540094
P_upstream,0.08514830506408638,0.08602691659160908,0.07754973905070023
gb_diffusivity_factor,0.07047773382391057,0.09849775988689309,0.07713886114380653
gb_thickness,0.07876571083785135,0.08771443244438283,0.07855893581934706
trap_gb_N_T,0.0737709744404416,0.11182974633826465,0.053107513503410385
trap_carbide_E_b,0.08681326168865193,0.08792665042190881,0.05913163973772951
f_crack,0.0870764217430635,0.10156710626208337,0.035426196351156375
