D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,flux,permeability,PRF,frac_oxide,frac_metal,frac_defect,D_eff,D_modification,P_interface,flux_intact,flux_defect,flux_bare_metal,regime,regime_hierarchy,dominant_path,temperature_K
2.841411655285742e-07,79218.34921522421,0.0938308035996419,2007.1649399828823,5.165650937732156e-20,69459.37947530845,0.0828786463577638,87520.2257367238,0.0010050687902442,7.290205548701343e-06,2509133.9758372186,0.2149060333396514,0.2565234077845712,0.2945698452841995,0.391632620393385,94.072142616899,0.000416858359241,5.380940338595145e-10,1.1115606467227324e+29,17425.059524042597,380586542576213.3,29141.322845834555,3.91600984002115e+16,44233.01816271313,3.978979435827061e+27,30672.43024328472,1.180307869620527e+27,773.0,3.6595150735559422e-06,1.6136522560699972e-19,2.9534731115508936,0.0035511150692215,9.376229518826357e-08,0.9964487911684832,8.198837322880801e-11,0.0269121163434092,66.24847246991521,1.29957022482808e-08,3.6465193713076616e-06,1.0808279371062666e-05,defect,oxide_limited/defect_limited,defects,773.0
2.6963321715209816e-08,74462.2048665957,0.0438101138489829,20088.19429270048,4.375102862763954e-20,70073.25225563579,0.295470666346874,97864.85444935157,0.0021641400401227,7.220887457993085e-06,4159665.283652133,0.1743440929665482,0.2668058614219231,0.269580098239327,0.2859578897829949,22.0934613416907,0.0001010448405233,6.137437933659476e-10,9.77062487303006e+28,23246.755588520136,31148034003529.32,29557.084420411884,1.2541090537451426e+16,48837.01331461979,5.150327953551928e+26,32323.716694552717,1.7590153781243148e+27,773.0,2.966085432106928e-07,6.277390850769986e-19,1.1729001714224927,0.128998237062707,0.0842942591270773,0.7867075038102156,2.6614032963232524e-11,0.070114457731372,1643920.482744456,6.32643765726242e-08,2.3334416663806854e-07,3.4789221117719733e-07,defect,transition,defects,773.0
1.1191514866088557e-07,68235.03211924167,0.0588548707009916,5839.704437232861,8.908521733966885e-21,69524.7673278902,0.2698355427106757,51895.68855981369,0.000779629641602,4.122488999482019e-06,802713.9071739626,0.2861233634284569,0.2467931543028682,0.1608322276242354,0.2471767409461121,89.78304611065737,0.0003683635410517,4.839681906847364e-10,1.0715067296190415e+29,22422.488760592187,500658858420190.8,29070.10732342151,3.1979602686142216e+16,45422.24902723962,2.9904207589050047e+27,22196.796670059884,8.227768467940949e+26,773.0,1.0344776693778167e-06,3.9819458907860443e-20,3.0988922614263723,0.0022953468316891,1.3427150793027824e-08,0.99770463974116,6.621476521396715e-11,0.0294239052120978,4.695629208473863,2.374498930947173e-09,1.0321031704468697e-06,3.205734844253305e-06,defect,oxide_limited/defect_limited,defects,773.0
7.415513140184622e-08,73913.39804923766,0.0476884279191265,15106.503805680251,9.858496549063956e-21,70625.99785038258,0.0883662380397411,100541.08742052106,0.0018825195923142,5.0825447125674575e-06,2125960.1548522795,0.0646488066415102,0.2887039814133578,0.2813612259988572,0.055512947444911,37.65548662338065,0.000150085286175,3.7722054694938756e-10,8.73509695436627e+28,17762.425233544527,58214770251469.83,26838.13075402141,2.838932258027144e+16,36690.23409597094,9.966584471400457e+27,38742.863815282646,1.978185529875208e+27,773.0,1.7663308414236565e-07,4.5582344945367394e-20,2.1177791818739835,0.0392268778113829,0.0001016472436088,0.9606714749450082,2.4050178338480487e-11,0.0223255173997042,5494.688383581169,6.946718675233512e-09,1.6968636546713213e-07,3.740698684268976e-07,defect,oxide_limited/defect_limited,defects,773.0
2.0845098467036484e-08,71025.37770725261,0.0233455767958275,40720.80133239906,1.8060244903893472e-20,69331.48028841097,0.1125822149252328,85496.33489749579,0.0019451965793221,8.823630538273094e-06,4685394.202451904,0.2637860424434421,0.0600796204060748,0.2808369755333466,0.4832005931237225,65.7965299510151,0.0001080396231796,9.19833432151127e-10,8.63883017630036e+28,23291.43851037586,509029836960775.1,25237.836050269863,5.356141009249819e+16,38362.88872027532,4.0741767954504346e+27,34241.86681116856,1.106631718118648e+27,773.0,3.3819015318131633e-08,7.291696016623058e-20,1.2086137107338193,0.1833413074567611,0.104713919128686,0.7119447734145528,1.619344609657206e-11,0.0453263138568534,1703235.8531291098,9.74174412036112e-09,2.4077271197770515e-08,4.087412559701095e-08,defect,transition,defects,773.0
2.1735568602690013e-07,65500.45714864176,0.0832146030027876,34234.95709020318,1.1420900017226624e-20,70097.63351087245,0.2779022232250782,101507.14557024672,0.0028150111878233,7.473876610687378e-06,2418594.3163333386,0.1970001519788712,0.1219331592182869,0.1243276942540414,0.3515241191229163,8.654932758573736,0.0001601377784074,6.661942213912766e-10,9.375840142402655e+28,23349.55713419957,562441929705675.9,27697.32629637801,6062456976857533.0,40747.65239352453,8.968072092466352e+27,21236.38467618123,8.387674993679649e+26,773.0,2.060756487474737e-07,1.677593921944442e-19,2.896809504019548,0.1442889606510402,0.0011835864208785,0.8545274529280813,9.218982079218156e-11,0.0180365011985613,19678.045432248247,2.997834951279307e-08,1.7609729923468066e-07,5.969618978386758e-07,defect,oxide_limited/defect_limited,defects,773.0
3.005353814765764e-07,74211.90924640697,0.0154115806005663,14083.821579134825,5.283571606175376e-20,69329.04134156254,0.1082747734239888,138877.4870462006,0.0008013659598404,9.874639666278232e-07,8592640.103202472,0.1077403932381879,0.180317756201258,0.1737221118193828,0.3377115484608622,2.94748183396298,0.000276297637456,5.201907948160843e-10,1.0153176306946967e+29,19355.888293374825,266744679357012.7,25847.200482699514,4.703945279695362e+16,45874.86714875262,4.612364429310078e+27,33454.472175611954,6.049384916397193e+26,773.0,1.656090031866511e-06,7.048055788298932e-19,1.1006300826612738,0.1309328751003609,0.379924711664703,0.489142413234936,7.241587911460117e-11,0.0168727157587163,6390345.172947555,8.460261571450038e-07,8.100638747215072e-07,1.8227425086677495e-06,defect,transition,intact_oxide,773.0
5.0201227611278476e-08,77790.19412379549,0.0050806666616955,45547.20265527612,3.379947952581475e-20,69970.72629353782,0.2423430652013388,107804.61936943908,0.0027387777469989,8.471050025424396e-06,1092241.7712834007,0.2527077720145663,0.1031438993483343,0.13872080036383,0.2726417228696881,54.20113348721784,0.0002179635626228,5.249950933136456e-10,8.848024356690242e+28,19977.388371560755,569912164986282.2,28549.460687200928,780717490961279.9,41548.31136986167,1.667876079514615e+27,39574.23957353529,1.913374833549879e+27,773.0,3.527598215547734e-09,4.993109733736848e-19,1.0149272233102444,0.0269826661266073,0.4719250239471022,0.5010923099262905,2.5055441728110076e-11,0.0428950335601272,1033169.5308059688,1.7599458772270596e-09,1.7676523383206743e-09,3.5802554618600354e-09,defect,metal_limited/traps_defect_limited,defects,773.0
4.2309467557586337e-07,78866.91251495275,0.0439768687925232,11572.344800700825,3.502059862910194e-20,69953.08936234836,0.1511343301740613,98500.1625924708,0.0042399820357078,7.357475732355227e-06,9957961.61944565,0.180998817656198,0.1344543728433031,0.2795192043651274,0.0675517334183107,19.23128250811938,0.0002188209573035,7.810059871172624e-10,9.370351563111166e+28,21406.73469793252,765986622196672.1,29512.358427416933,1.2244530090884426e+16,36950.80697350072,4.045263790169429e+27,32557.082670885087,6.194439552694659e+26,773.0,2.4462889379569268e-06,2.600977225744477e-19,2.046838967552475,0.0577156071447229,0.000283880704872,0.942000512150405,2.967476089262449e-10,0.0641122601843018,48739.62285576521,1.4188350553363113e-07,2.3044054324232955e-06,5.007159524102797e-06,defect,oxide_limited/defect_limited,defects,773.0
2.4592991676313025e-07,72646.28506613977,0.0856820972216082,19442.74972202565,6.484793764461746e-20,69767.72426910802,0.2051524116303507,104650.24916494833,0.002651843667426,4.653593847795825e-07,1918385.732547633,0.2994319585046039,0.0825358335294375,0.0784462358676467,0.1009693731334934,74.26710778501396,5.632971494449404e-05,4.712394471597794e-10,1.174988869492616e+29,16735.7246845024,166819714433835.9,28982.777260798022,49396921980951.445,45912.30784607679,8.341324646169669e+27,33853.58380627401,3.46920315982919e+25,773.0,5.890401964118233e-07,7.504375322307075e-19,1.0553372798087644,0.0936274889668272,0.4214714875761722,0.4849010234570005,4.2282589327625855e-11,0.011006986662083,1569688.400214206,3.034140023144175e-07,2.8562619409740573e-07,6.216360785792739e-07,defect,transition,intact_oxide,773.0
2.5067715584043935e-07,73817.3191663221,0.0219036353071072,35095.64391753308,5.60047966289306e-20,70775.94763925401,0.2634863136651794,100268.1384076682,0.0014714097692184,6.564606193497793e-06,5667818.150554945,0.2032149813019386,0.2605165799484579,0.1297083871048392,0.1682492039253538,2.6297543737216023,0.0003926132282966,9.631961333859326e-10,9.622483542838188e+28,18107.78900012745,521556921967520.1,29843.054960768262,3.874650633741141e+16,37962.60573727463,4.154298631061671e+27,23857.259529040748,1.3123228267217995e+27,773.0,7.328412639890807e-07,7.699231006120429e-19,1.3627419808695436,0.2076986942880042,0.0690603599362416,0.723240945775754,2.1017009827584168e-10,0.0573973245765076,1414304.4484222587,2.028204551181189e-07,5.300208088709617e-07,9.986735557514198e-07,defect,transition,defects,773.0
1.3554035350186646e-07,67065.76156843995,0.0306045209243754,27359.63004789653,7.681402668950253e-20,69763.74126387628,0.0896699771851434,74789.14958838039,0.0029713855429562,1.7622272076771825e-06,4125254.8619225854,0.1511192777262693,0.1876784097393588,0.067345620393791,0.4365685638020189,62.72060460465522,0.0003050646574964,4.350836282547257e-10,1.1802470002993923e+29,24190.416822688785,72096133135202.4,25312.676483523228,1.0048813723745776e+16,42038.34075066516,7.220177554246566e+27,28599.924682829085,1.4100273856288738e+27,773.0,2.343341398662962e-07,1.9478352028931312e-19,1.2229642711728643,0.2458960740424417,0.287155818734464,0.4669481072230942,6.561190443383636e-11,0.0225151566101624,2222280.70740476,1.2491225679797738e-07,1.0942188306831884e-07,2.8658228057250504e-07,defect,transition,intact_oxide,773.0
7.933958141134872e-08,60773.038048023016,0.0069883702157577,38899.57834558792,9.006500351988547e-21,69426.65738261316,0.3967660868762894,45404.844004465136,0.0013218182538396,1.661976108085332e-06,2858153.968616739,0.1195193937652096,0.1298942573463602,0.1575849263485529,0.3998335385964591,35.28295247350057,0.0001164276702958,6.049809682484942e-10,9.699006987180678e+28,24624.51348419408,363058638126123.6,29770.416624677848,1.9663948798881964e+16,47252.63004720637,1.291609287236796e+27,37482.31252569384,1.6735461666533345e+27,773.0,6.41731958665786e-08,5.0830072865934044e-20,1.328957910326449,0.3001690801547217,0.1922387661256218,0.5075921537196565,8.847875300170483e-11,0.036177970646564,1115839.2305778018,3.15993851655886e-08,3.257381070098999e-08,8.528347627781822e-08,defect,transition,defects,773.0
1.2478112545440418e-07,73460.29905478712,0.0574538421442663,48698.59388949654,2.1620193109687636e-20,69856.53182211373,0.1318507317030452,25961.362873698192,0.0030479419621741,9.037823969453932e-07,6941146.340137148,0.0706563509701029,0.275131401924972,0.1980019766368031,0.0746786558651697,70.76978544202642,0.0001807323575561,9.861016634749846e-10,9.497677216690626e+28,22409.59695436596,600892609822868.2,29546.476973601373,4.041446537145754e+16,49327.53912971088,9.357578862531952e+27,36749.61645767835,1.7718565401110964e+26,773.0,2.578682207178684e-08,2.6124943051682782e-20,1.031768519063493,0.0546710294387802,0.3858572214723336,0.5594717490888862,8.706055522344429e-12,0.0046798384926364,6079726.862236086,1.1359823623840362e-08,1.4426998447946476e-08,2.6606031220361306e-08,defect,metal_limited/traps_defect_limited,defects,773.0
4.063884729942819e-07,70780.78721403294,0.0558205603864012,13415.272073975631,3.230084656688561e-20,69851.86486152376,0.1891310224758433,161751.8961913612,0.0044193848336235,1.9178431481636018e-06,9865925.56711598,0.1990219953282139,0.2528538087235513,0.1728790104037747,0.0450480016367478,25.488388734239887,0.0001015320316995,8.151089937765482e-10,1.0614693894708383e+29,19193.914271674337,619522284940242.6,27236.197947972687,1.4865407542231728e+16,40265.77238950336,5.344093372885932e+27,37561.28477186078,3.316556456840053e+26,773.0,4.040349465247943e-06,1.2927804122262989e-18,1.1278095790119087,0.1480195807460261,0.1543460916440655,0.6976343276099083,2.4758157216071627e-10,0.0350518038025828,5036177.022671548,1.221662982750642e-06,2.818686482497301e-06,4.556744829462273e-06,defect,transition,defects,773.0
1.6390523757400966e-07,71732.71740580922,0.0191259388786248,36080.79081611612,2.5513278847351182e-20,70811.06357724022,0.2141184850708536,121395.87472529056,0.0034385074888717,3.1560897611860963e-06,947415.3842479396,0.2539220749638433,0.2003575549999739,0.1819557348459201,0.0235839888053079,13.88890775498678,1.781496070788029e-05,6.818546002081826e-10,1.066155780839418e+29,24418.004309461583,510715168662980.2,26836.66210815632,5805620743796267.0,42454.27212743308,3.784031606951247e+24,29521.93201572802,8.43631121969755e+26,773.0,6.44314046894815e-07,4.649246160174511e-19,1.5974021456368082,0.0760236429036674,0.0013730880099022,0.9226032690864304,1.500106185833396e-09,0.556073163737332,16808.005831156588,4.9867800911351126e-08,5.944462459834638e-07,1.0292286409737124e-06,defect,oxide_limited/defect_limited,defects,773.0
1.705935746199969e-07,68522.02571427872,0.0324640498083752,35922.2609480359,5.276159258940047e-20,69000.1904694998,0.3709724403684294,56087.37720748846,0.0007683709320508,9.961263285962605e-07,362362.61480981513,0.1021743825278488,0.2948876004691509,0.2612096848172097,0.4918796759034481,23.746099895537725,0.0002628966686712,4.014468173083298e-10,1.0137838938420793e+29,22194.756916039347,54267264824097.13,27673.259420394385,2.2457669427004684e+16,36516.42656256358,4.009631131813694e+27,33862.15931954734,6.424089668088925e+25,773.0,3.976017372259793e-07,3.5291626150548173e-19,2.168424268072747,0.1057025134892749,0.0022939170679734,0.8920035694427516,2.6508212218803723e-10,0.0785575780012661,7696.8264841595055,4.293956840376682e-08,3.5466216882221245e-07,8.621692560286967e-07,defect,oxide_limited/defect_limited,defects,773.0
1.5812956423675114e-07,68899.42644641173,0.0577705784274773,48986.8753684581,5.0199368761343416e-20,69007.55374665494,0.2265338779221548,42013.15101102153,0.0022548647601324,4.962321628175577e-06,5191213.089703122,0.1713855807712234,0.0578531424818961,0.1895899666090433,0.2066627743573102,60.09003663560802,5.804257384519705e-05,6.249288111117291e-10,1.0297805186192038e+29,18442.404404611843,210196793004137.12,26616.226486004256,1.0806344075377226e+16,35650.719330853884,2.0068135723367589e+27,25137.106390980374,3.2675273210024504e+26,773.0,7.318378547519069e-07,1.481144310882228e-19,2.403733286373154,0.1211738961842034,0.0009329077547615,0.877893196061035,4.978721304901721e-10,0.1626518334099314,39661.36850510483,8.936238144530377e-08,6.424754733066031e-07,1.7591430116950802e-06,defect,oxide_limited/defect_limited,defects,773.0
1.8229052269275578e-07,70982.09058162611,0.0645145791058193,45992.73436842089,2.573947153077742e-20,70729.2025319844,0.1690858715196334,126382.25310339402,0.0019801485211729,6.856066125952944e-06,1163465.5998352373,0.2674381462467896,0.2142846751309316,0.2418020590451561,0.4759101964603093,62.34261095466894,8.581803245981043e-05,5.511965347454141e-10,1.1504747452695888e+29,18559.87186002811,600806617247484.9,26387.02431201622,2.3182965632117264e+16,39893.99664733386,4.079238483904073e+27,34021.44002108289,9.4949643357292e+26,773.0,2.419760031455773e-07,4.1487324313475883e-19,1.6157111457730944,0.0756119851103529,0.0023771871979744,0.9220108276916726,1.5484188370288764e-10,0.0494382526889674,35463.58356359507,1.8871508203800763e-08,2.231044949417765e-07,3.909633252919346e-07,defect,oxide_limited/defect_limited,defects,773.0
1.6727580374665326e-07,61178.512452897565,0.0300569735917777,38784.38597079258,2.2273549908779038e-20,70081.4299025476,0.3802089429513574,102809.1465091316,0.0023978768645787,9.489921438269471e-06,5586186.904175509,0.1590860988706365,0.1018651497695601,0.2779633027449153,0.3793815618555001,33.479867445057245,0.0003236802812524,9.982541046407647e-10,1.040462631557855e+29,21121.306296391336,618990810537802.4,25632.10308053421,2.335667972629955e+16,38818.24589068815,5.2238266161879135e+26,32527.95012916732,1.0994287525267576e+26,773.0,2.034742294827732e-06,4.611232936843118e-19,2.432363916453128,0.0611421952698023,0.0001833599701578,0.9386744447600398,1.5389294866860167e-09,0.3054658423926729,16702.385490650897,1.247817010005413e-07,1.9099605938271904e-06,4.949233737220006e-06,defect,oxide_limited/defect_limited,defects,773.0
2.964665964040369e-07,68881.7533756638,0.0302063924280221,31246.83307229876,4.119444442678528e-20,70631.66168779955,0.1898154190989295,69103.74091309158,0.0044456829370585,7.350877436922001e-06,3521355.595743879,0.1598128493239097,0.1569902123684789,0.2725749585138468,0.0259076943814586,32.12220502504974,6.030241392899967e-05,4.5702778576227576e-10,1.1834633142334464e+29,15815.453360622329,497669007852574.5,25345.887995708832,4.094684664012489e+16,39578.0927864449,8.640065674892603e+27,31357.06373216291,8.631081910605585e+26,773.0,2.270170187777169e-07,1.978163315632768e-19,1.480381137487911,0.148589035845254,0.0109995209446468,0.8404114432100991,1.5770865711180983e-10,0.0274532998705656,242706.7792832213,3.622931839348168e-08,1.907877003842352e-07,3.36071712487271e-07,defect,transition,defects,773.0
1.837350893280996e-07,67591.6934676166,0.0246608070727304,47660.18518818153,2.4932096470306223e-20,70728.75766382136,0.1466964338050386,63482.13799720336,0.0022565633535978,7.206748692410182e-06,9999877.5247026,0.2689481144923936,0.279550902088128,0.1350250289226784,0.4511626573349981,34.24434731062131,0.0004718459084839,5.082887478265371e-10,1.0751861850926736e+29,16256.623771585366,211057281071150.2,27925.25353079126,2.793010753710975e+16,38703.035893546185,8.590238514338299e+27,35203.548213301925,4.058397518481332e+26,773.0,1.7266986319391885e-07,8.14326074840919e-20,1.437468635663207,0.1496987155099129,0.0263764257905743,0.8239248586995127,1.0997844317773718e-10,0.0286915144646234,1498002.6453309476,3.0402870560205095e-08,1.4226699263371377e-07,2.482075126655151e-07,defect,transition,defects,773.0
8.099136874757333e-08,75671.97119505216,0.0749719457985714,42159.5641157952,2.1878817527072376e-20,70488.84907231604,0.0899439710601243,59041.68710441517,0.0025655566431367,3.0945258260860506e-06,4269427.22374794,0.1746076240086312,0.2311359586910817,0.1395246538273693,0.2917965380358643,30.686247089223304,0.0002423242574962,4.323985867706735e-10,8.094959652620844e+28,15858.168341253457,12129380871646.34,28472.44420996493,3.535156409746478e+16,41703.95866513324,4.2809727560161846e+27,27815.13640605229,1.26477118420724e+27,773.0,9.40043808657862e-08,3.9320606930826803e-20,1.6538904140457424,0.2130979540505115,0.0233802624190877,0.7635217835304007,2.8776106678503732e-11,0.0270485439517189,422112.1520647836,2.2229988327470052e-08,7.177439253831617e-08,1.554729443922288e-07,defect,transition,defects,773.0
2.1511635492226739e-07,79002.5711637622,0.0258839357926515,41231.53337930289,3.828587070524748e-20,69301.74811909061,0.3256506727382619,32935.24341742217,0.001486854408704,5.076695591548054e-06,2430907.5190400253,0.1062072338305696,0.056602534124094,0.2638328808512257,0.2242477579544559,36.77620759182161,0.0004502674390417,5.347111847336524e-10,1.0806424993407134e+29,17994.405863527216,336640321016817.0,28230.97145338169,3.703476285993315e+16,49532.59981408464,7.421438612166308e+27,20588.02862857281,1.2677740711799586e+27,773.0,3.280557142569323e-08,1.3254309983902784e-19,1.1835639948214127,0.227246407978609,0.274819114276672,0.4979344777447189,1.5159936370667647e-11,0.006492148731048,1330622.8403618585,1.6470546350723594e-08,1.6335025074969634e-08,3.882749316899267e-08,defect,transition,intact_oxide,773.0
2.2463584289335634e-07,68287.26927371277,0.0953678758592705,19011.16303886974,2.855061698139068e-20,69477.5226029388,0.1405950203239951,139579.3319579289,0.0035475866206113,6.2577000737727685e-06,7715611.69996166,0.080050870649235,0.191820525822723,0.2605682898891849,0.0366355970977788,79.63527095479746,0.0004714261015757,8.280151498941321e-10,1.0185791064389065e+29,24002.68635560571,767637426353532.4,29333.65188497442,6705313462203840.0,48261.55209803379,3.984936658417634e+27,32119.91116009797,1.331162307888041e+27,773.0,1.0461356866394577e-06,5.043576002729948e-19,1.4563245461095868,0.2118313419052695,0.0308112694708349,0.7573573886238956,6.058933561894154e-11,0.0134539663234608,979744.6123399942,2.5383709485993214e-07,7.922985917795256e-07,1.5235130790142492e-06,defect,transition,defects,773.0
1.8761400203762857e-07,72677.95842570711,0.0305351491950621,5368.017723779608,3.619247799318473e-20,70870.62361884963,0.1364354977948884,47626.50738209864,0.0006338161003281,4.360647991907666e-07,5195717.591098644,0.0860571819973816,0.2363452391851793,0.2834682953172255,0.0625362954858585,87.93712693858218,0.0004865692970717,6.549632544508097e-10,1.0081262467057329e+29,22707.583351762525,524098926341220.25,25572.50553991367,3.412959986929906e+16,46232.34447016011,6.816550874036945e+27,31511.44146637174,1.825519927617168e+27,773.0,1.7927845740435948e-06,7.645095620445424e-20,1.410434359200113,0.1607155347325441,0.0186846828357884,0.8205997824316674,3.131085016154811e-11,0.0107037358900569,541138.3364517253,3.216259426365713e-07,1.4711586314070234e-06,2.528604961875025e-06,defect,transition,defects,773.0
2.104695923533241e-07,73893.15407487033,0.0785095560636042,4913.3282792773625,4.108695526297963e-20,69171.06771003432,0.1943397139030219,132641.29701399338,0.0011062644249679,8.255803004629822e-06,90052.59311145966,0.0847170901395764,0.2838678712878112,0.0606891500846978,0.0104472751440503,8.075689073637772,0.00015226502043,4.670365082927704e-10,1.0992124062773064e+29,22800.096406757773,187264547744874.56,25185.72049235157,1.6706113362082286e+16,40900.63275628658,3.3901797296847405e+27,35307.72307754472,6.663039263820398e+26,773.0,4.389421141966684e-07,8.48547848596977e-19,5.502256373122573,0.0120343003067277,1.767440812772984e-07,0.9879655229491908,1.5024642731850435e-10,0.0490835399073064,1.322555418805335,5.282438799933413e-09,4.33659675396735e-07,2.4151720452705147e-06,defect,oxide_limited/defect_limited,defects,773.0
1.463670209624531e-07,78094.72576830408,0.0835286667351329,8984.852834303778,6.504626525539133e-20,70228.96663812308,0.1739897976514337,85023.19879027826,0.003563412757355,5.278141261699666e-07,1967415.3456189204,0.2202069122670299,0.1565804435096552,0.091887467753624,0.2134807267444831,38.038193578303535,0.0003084587858223,7.470797006628637e-10,8.025119758857456e+28,22276.38265532348,475066060481753.8,26161.09502754132,4.158339183672929e+16,44972.99008140623,6.338824953565069e+27,24283.457634089988,1.38384603043484e+27,773.0,3.488275431217524e-07,4.098669333697134e-19,1.069825959736983,0.1088221353212277,0.3944031935871576,0.4967746710916146,1.898501332315913e-11,0.0113438115953407,1541963.1144316865,1.7553885511974782e-07,1.732886880020046e-07,3.731847611029226e-07,defect,transition,intact_oxide,773.0
1.5626336544474317e-07,69562.16179390806,0.0702950441713298,23278.689123296423,4.279379097476762e-20,69410.0355400808,0.2165732066756789,79644.78203393324,0.0020673886892373,7.713932378480049e-06,1123326.8828771804,0.0912744683192983,0.1690109864727257,0.2958051429631436,0.2264353079990939,78.29286941895093,0.0002848641498034,9.800559865542048e-10,1.0898742942391484e+29,17121.2584888478,509843736554706.56,26618.230414249112,2.12494302687954e+16,46649.43241827337,2.4997412091419183e+27,30910.51087711016,3.598689209341739e+26,773.0,3.364918782860223e-07,2.9084015247261464e-19,2.421886857768776,0.055573529362523,0.0001496967486385,0.9442767738888383,8.574074476438173e-11,0.0294417028124498,3017.743116479105,1.8750413018301452e-08,3.177414652677208e-07,8.149452577668478e-07,defect,oxide_limited/defect_limited,defects,773.0
4.046462200747364e-07,74629.32170873927,0.0894722858442786,5469.140791177147,4.079235238716248e-20,70825.06016051363,0.3833786780321277,34138.16175346855,0.001824011632398,8.737748096917843e-06,5698855.787148317,0.1336226853902152,0.2653349490865871,0.1807005985763288,0.3747144772334574,65.76787656141894,0.0003993833056884,3.0533054349178656e-10,1.1875950402832006e+29,22793.74153143257,100706468913900.28,27356.80578857538,2.9063872814957804e+16,44474.36925267422,1.8717410217315144e+26,31659.92414547971,2.626047950744265e+25,773.0,2.608121723677381e-05,1.7707168871449894e-19,7.053209437484911,0.00186127962489,7.335956243087296e-10,0.9981387196415143,2.14856094270254e-09,0.3808007183369397,2.2461181899242644,4.8544457368203116e-08,2.6032672779405605e-05,0.0001839562875555,defect,oxide_limited/defect_limited,defects,773.0
1.8043500101833645e-07,60223.210783755705,0.0253935945649483,19574.20302429286,8.055933517830897e-21,70345.60614462031,0.1235905059995259,98218.41938583025,0.0022327130586701,5.8606179425758176e-06,9157279.035681903,0.1956575683014522,0.106844875438441,0.2851629936334619,0.2026692494411913,1.5138956484843795,3.4752237281671845e-05,3.3446277004703363e-10,1.0254147935624325e+29,15709.697091628468,538891066218507.1,26967.251486771853,4.725382521815802e+16,48933.57773928299,1.1004618566998132e+27,23876.233795351145,1.9099892013224128e+27,773.0,6.41014189940102e-07,4.905272438979744e-20,4.279560332934999,0.0492256017158908,3.8396459492331895e-05,0.9507360018246168,2.444535419372522e-10,0.042589196457636,7137.201741154034,3.15789218836039e-08,6.09435268056498e-07,2.743258900116121e-06,defect,oxide_limited/defect_limited,defects,773.0
1.0888629072635147e-07,68687.93505438062,0.0495674159007844,28930.49914288034,4.7007799941933736e-20,69028.64778353619,0.3195001085069419,56389.42023250111,0.0020027936630633,8.916030285806991e-06,9060390.821639452,0.2072979405077385,0.2676220383022848,0.2181432178849,0.4215506292706765,20.545615465305666,0.0002142985139769,5.313950300513599e-10,1.0417452003886442e+29,24004.99230000555,566821848440263.5,26977.8072432167,5.402677963466996e+16,45288.55838224868,2.1252597830471937e+26,29189.36588729249,2.203769174234346e+26,773.0,2.967969671024864e-06,2.7288003134737187e-19,2.8851068730579845,0.0286172053637705,2.9979480912233988e-05,0.9713528151553172,6.023266588592001e-10,0.2823283313263932,9481.76287364329,8.502397577926156e-08,2.8829456952456017e-06,8.562909696901479e-06,defect,oxide_limited/defect_limited,defects,773.0
2.0663304189261286e-07,72948.48057539432,0.0416781737083329,35751.76993041592,6.203235754297989e-20,70842.75095501599,0.2144300352663079,134384.92212283495,0.0005049681245827,5.464951548727964e-06,3191593.3128790422,0.0955180836396189,0.0901696088783634,0.1799033218900815,0.1309518704601812,44.864134547833565,1.1025332783269652e-05,4.0301994009821504e-10,9.781359251826137e+28,18882.162836779564,324320590413437.1,27463.203198946318,1.7057102100501182e+16,45007.77170969665,4.251257410391347e+27,25534.97614282788,8.998870759284497e+26,773.0,8.477420881407491e-07,1.5296997124457252e-18,1.4528809308203536,0.3505646393665088,0.1335536677137515,0.5158816929197397,6.468408857963747e-11,0.0203905942015643,880464.5198327783,4.104074645513842e-07,4.373346235893649e-07,1.2316683141135215e-06,defect,transition,defects,773.0
3.258259707020195e-07,67909.3843368368,0.0782126455542131,47257.59240091345,9.417095352274696e-21,69552.17655022828,0.3660879127646203,45567.0213538832,0.0034905265173731,8.856420912592339e-06,5381220.9317886215,0.2441366416496516,0.1305690524580501,0.0685365223005234,0.0960680876968593,75.90939069941504,0.0003419403175142,9.444635748228131e-10,9.607413859773183e+28,20222.19627964155,662081766677172.2,29820.032027847737,5.212867372074858e+16,46875.11659188112,8.773031798070604e+27,39445.395629763545,1.854079545219353e+27,773.0,8.231759964290494e-08,4.9365267762950396e-20,1.9531664471411936,0.1898689609505873,0.0063928791455839,0.8037381599038287,4.6285499323176017e-11,0.0069342023446751,175283.66724654206,1.6155803578216463e-08,6.616179606468847e-08,1.607799736317238e-07,defect,oxide_limited/defect_limited,defects,773.0
