parameter,defect,metal,oxide
P_upstream,0.14464587335277604,0.10616620724753416,0.20714190100018953
H_s,0.14022325889553836,0.19922912237695717,0.09533644686229982
H_sol_ox,0.10549440811155249,0.08080866006944384,0.24234149975396074
K_s_ref,0.1258212534182934,0.16052145892797298,0.06965471293533079
trap_vacancy_E_b,0.11491582522112478,0.1541404766425195,0.08578903515951072
D_ref,0.13258042200200748,0.1496947384733494,0.06139711567746355
trap_vacancy_N_T,0.10652057538189108,0.14022310283085926,0.06744313558831609
metal_thickness,0.12984393122439816,0.11504678201075977,0.06904128820011043
K_ox_ref,0.08595064748440323,0.07623689133301753,0.1350386889292012
oxide_thickness,0.07750712846283314,0.06479524483319993,0.14881720096986445
E_D,0.08590066874632477,0.09354428654593405,0.10407812475824116
D_ox_ref,0.07414520605736538,0.06844702819926915,0.12850520624875122
f_pinhole,0.09323875142666661,0.07275773411082267,0.08715512926311822
trap_gb_N_T,0.1043065520671705,0.0809836443817035,0.051810146821998554
grain_size,0.07282676620561576,0.09765556470556558,0.059088206031385794
gb_diffusivity_factor,0.07719573761120851,0.05722939879811721,0.09506367219000568
trap_gb_E_b,0.05132705189828399,0.09704028914280352,0.08032730508330818
trap_dislocation_E_b,0.07140760133864077,0.07102763117790278,0.07832195448834207
crack_thickness_factor,0.0965485553261601,0.0724083010878984,0.04778585832594526
