parameter,defect,metal,oxide
H_sol_ox,0.5809728015530106,4.845912182757859,0.37005123746548174
oxide_thickness,0.10649871006464423,0.15199984994435262,0.08166123265711088
K_s_ref,0.09495910795384097,0.11880591171551715,0.09586139923305678
D_ox_ref,0.09826459226368682,0.12457336588105873,0.08554750073904968
f_pinhole,0.13831650100721332,0.11174841634147842,0.05779472695435726
trap_vacancy_N_T,0.07701597065320842,0.12958961673899197,0.081542100775269
P_upstream,0.0982108255731673,0.11801695766934442,0.06978242535219818
trap_vacancy_E_b,0.07287958593978038,0.12065467859479705,0.08608255860942625
D_ref,0.07348467753616227,0.14041078036764174,0.05916464244818205
grain_size,0.0863112063334438,0.10304580090717436,0.07453587980219191
f_gb_defect,0.11283221231121329,0.08937749922924927,0.061239613393776045
gb_thickness,0.07912648689314834,0.10900022442233823,0.07460315747522939
trap_carbide_E_b,0.07893027410071167,0.0954256571845458,0.08257848182836396
trap_gb_N_T,0.07637002526277978,0.12965842746011724,0.04818459776129326
E_D,0.08048709935304654,0.12112084566149099,0.05110859346127589
metal_thickness,0.07943717534356043,0.09034198763874615,0.0806543103256623
crack_thickness_factor,0.07288846182357932,0.1199290313223748,0.05424913810125215
f_crack,0.07897185019156533,0.09654325342309449,0.06379948963329526
K_ox_ref,0.08529865234061473,0.09348967628455376,0.056900835504586134
