parameter,defect,metal,oxide
H_sol_ox,0.3947769244192431,0.3407301483451331,0.3821349982992555
D_ox_ref,0.14200640633384778,0.21419213554315397,0.1372477199096982
K_ox_ref,0.13189488392572493,0.11248430704453777,0.1412621292441055
trap_carbide_E_b,0.11869100812748312,0.06019913114353872,0.07463739784185021
lattice_density,0.11056435238628247,0.06859446221078813,0.07185881743073917
D_ref,0.09132925672128657,0.08087668883615012,0.07051599189459833
f_pinhole,0.07685467051380945,0.09524043167192345,0.06428634802899252
trap_gb_E_b,0.06483568833236006,0.08013120213414802,0.08682114272871055
E_D_ox,0.10555792962296906,0.07027666766049649,0.05114974232602968
trap_vacancy_E_b,0.05472044106336558,0.08080388861893759,0.08627006695090257
trap_carbide_N_T,0.05977206160107452,0.08313564546777556,0.0752696686691239
gb_thickness,0.0673759232195644,0.07164365708522141,0.07723615172131938
H_s,0.06061162313874405,0.09122492797364803,0.0640745308380322
metal_thickness,0.05737375208496584,0.08453055973198223,0.07351077499198251
E_D,0.07901384223082417,0.06660245422362959,0.06625125051405821
f_crack,0.07732155757646786,0.06090779801643524,0.0688831486026966
oxide_thickness,0.05640278502088099,0.07462701088849628,0.0666606247982806
crack_thickness_factor,0.07663183282482239,0.06651831468549396,0.053043568348637875
trap_gb_N_T,0.06333154258875309,0.076646527897062,0.05428947859432922
gb_diffusivity_factor,0.05183726526461994,0.07172398367560189,0.0704210562329601
trap_dislocation_N_T,0.0743374300124904,0.057622353585643646,0.050837956319608475
