parameter,defect,metal,oxide
H_sol_ox,0.5780892448512586,0.5442183301149177,0.5479706616813045
D_ox_ref,0.09592781360515915,0.11192695321819057,0.10258167341394198
K_ox_ref,0.09441526246446155,0.07211501672225748,0.08007778420375428
lattice_density,0.08001458391023761,0.07751205217884488,0.0683299036551851
f_gb_defect,0.09812079606129949,0.06065531893823793,0.06499598750072852
f_crack,0.09789543027529297,0.06674782475614313,0.05645290581162325
f_pinhole,0.09820055809890929,0.0550262199595785,0.06119393148713534
D_ref,0.07993786425333549,0.056067951332154004,0.07529371942991128
grain_size,0.06552943623881839,0.06516667573005601,0.07756075910209681
H_s,0.05810970113029609,0.06952208747983396,0.07758918283995284
oxide_thickness,0.05750036393761673,0.06912166511372486,0.07708185946837748
trap_vacancy_N_T,0.06790444490673324,0.061912864209867705,0.073144230295042
K_s_ref,0.06115621488346419,0.06609455390058472,0.07229810852129315
trap_carbide_E_b,0.06297673531655225,0.07148258679594345,0.06482297929191717
crack_thickness_factor,0.06280337701962416,0.06775552644727426,0.0682573200091458
E_D_ox,0.0609519161487731,0.05390283535665897,0.07867735470941883
trap_dislocation_E_b,0.061520525622356284,0.06668647230136973,0.05970917225950783
gb_thickness,0.0497278274738229,0.06511102408635257,0.06909738940969187
P_upstream,0.06973337493932459,0.061474799580480646,0.052521104849520064
metal_thickness,0.05328261971710681,0.05530127375292325,0.07487458137752015
trap_dislocation_N_T,0.0638305249289231,0.061491994472427404,0.05750167000668002
