parameter,defect,metal,oxide
H_s,0.193646021608124,0.19730600253362443,0.07998668762023303
P_upstream,0.12442700609841296,0.10791757634565105,0.19567044696464309
H_sol_ox,0.1046849153298687,0.07435109565779899,0.23033355570380254
D_ref,0.1465962922730899,0.16534145530668537,0.05985713070458605
K_s_ref,0.1439662671672804,0.14904360169986436,0.07081796514604069
trap_vacancy_N_T,0.12584005300616152,0.1719630198646937,0.060874348745546994
trap_vacancy_E_b,0.11913315093684784,0.1490817857559994,0.06524349566377585
metal_thickness,0.13152604558710185,0.12334402486905115,0.0627907493884812
oxide_thickness,0.07080570108603426,0.056807183993243665,0.1724165700325198
D_ox_ref,0.07210821189844091,0.06090833131182448,0.1433911496553258
K_ox_ref,0.06329582486331531,0.07445720241143546,0.1306204136090727
E_D,0.07695133439405755,0.0868597432234531,0.07343117633978208
f_pinhole,0.06998075371516399,0.07795477210856849,0.05772698577575207
trap_dislocation_N_T,0.07741333537665475,0.06049252940172323,0.06301441826243596
trap_dislocation_E_b,0.06723579177953763,0.06793743205484129,0.06545474760951746
E_D_ox,0.05863806617657001,0.06774750006738363,0.07120756119292056
grain_size,0.06033282100053637,0.07883857577962858,0.05794228217767848
trap_carbide_N_T,0.058808963903257176,0.061561682973504755,0.0692372692906382
gb_thickness,0.05539053731841108,0.07848620432513051,0.05563486768957082
gb_diffusivity_factor,0.0533239280450372,0.05594305634169789,0.07392706248610184
