D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,flux,permeability,PRF,frac_oxide,frac_metal,frac_defect,D_eff,D_modification,P_interface,flux_intact,flux_defect,flux_bare_metal,regime,regime_hierarchy,dominant_path
3.1263011881250356e-07,69650.02672917608,0.04092817162293274,38398.080336555744,7.745779599761285e-17,69758.90340244757,0.2626798408250974,82571.39187786565,0.0022246446519344418,3.4423879738902987e-06,619834.5822565801,0.09877354034871155,0.025193976481658806,0.023160587843193105,0.07498816566031222,6.224129808427014,0.000359989460044782,8.997976172913386e-10,8.398651512337032e+28,21016.6491912478,124061385572071.95,26680.480913890424,3.6485662913996376e+16,48741.77029010943,3.267968004573573e+27,33077.1138620445,1.7814780018729516e+27,1273.0,0.0012784066217590773,7.591248294673425e-12,1.0004008439476197,0.0007958898906857496,0.8520196501445221,0.1471844599647921,7.612489295133057e-08,0.18605901639221595,619256.1217868107,0.0010902450335200534,0.00018816158823902404,0.0012789190633160064,metal,metal_limited/traps_defect_limited,intact_oxide
1.5136464964216784e-07,79860.60942991411,0.0037383397412636336,30553.304788079924,3.356674469739048e-17,70968.7701655418,0.15770898907582095,53314.532254618694,0.002329335981722906,6.583206141508827e-06,1300633.6306311025,0.0038378364809048496,0.03803617420923942,0.050665125767411265,0.24074327151944788,43.839537550851595,0.0002490006160206089,6.16723768148995e-10,1.1347740103544415e+29,18423.226743198058,31451538740705.055,27848.565019418682,1.6365677766755712e+16,40023.07781003835,2.446131110380428e+27,38495.26069079303,1.678579443494707e+27,1273.0,0.00016887293064452217,1.8630153719935746e-13,1.0021107367611968,0.0041596384322215435,0.9031296379733599,0.09271072359441854,8.216659486032068e-08,0.3987460162316314,1294670.6309826921,0.00015321659904895846,1.5656331595563708e-05,0.00016922937694720459,metal,metal_limited/traps_defect_limited,intact_oxide
3.083832712233747e-07,72509.01565722963,0.09095124773103977,34520.98415331653,2.0973982666207396e-17,69024.13497420325,0.1865717974276328,77806.805453354,0.003020969496244367,1.4325282985568193e-07,4260335.401866376,0.0658941987423319,0.08885956377593378,0.06077552536050504,0.12414837510694467,83.05166565666988,0.0002929686177167438,5.633899222998782e-10,8.75578378632511e+28,23947.48794931329,671686541443947.6,28923.93366458329,4.747108357409878e+16,48052.989336076775,3.1348497477240575e+27,21879.175045846492,1.312162400689041e+27,1273.0,0.006476132074275749,9.20523993939432e-13,1.0000941814026694,0.0001855468674168656,0.7842662579093964,0.2155481952231867,9.121365156608532e-08,0.22352578134584442,4259327.702115865,0.005080213493638619,0.00139591858063713,0.006476742005478376,metal,metal_limited/traps_defect_limited,intact_oxide
2.3486220879554363e-07,69222.83708300418,0.006154239925892109,47474.557880422864,5.0157209902667156e-17,70243.08353552676,0.3139112493321999,106947.5043353995,0.002000981686169888,7.714483843865392e-06,360779.08489027794,0.0033777656554098536,0.08728187204920462,0.016229064036121225,0.43779865350502606,79.48791636665688,0.0004807717787839673,4.399236964164291e-10,1.1400563860653525e+29,23423.51458378734,321531387032748.44,27732.54974854239,3250395424875350.0,38655.84738385081,7.798738140925419e+27,36037.28135250294,9.782262229077069e+26,1273.0,0.00017475787060865954,4.416546909755137e-11,1.000036420286928,6.98330247913404e-05,0.8930390740437031,0.10689109293150564,7.875118007018542e-08,0.25663472846844854,360750.8752345686,0.00015607781082091726,1.8680059787742266e-05,0.00017476423534045006,metal,metal_limited/traps_defect_limited,intact_oxide
1.2062528195303652e-07,74751.71747235415,0.015586199020540963,43342.10551880124,1.656213910121063e-17,69328.40782592366,0.1745707437130003,29916.510848098373,0.003686395446463345,6.191492328633078e-06,590015.9399410591,0.044485850371714174,0.04854787466358039,0.009169862866326902,0.09488536330735142,51.72802625218503,0.0004825336275182846,8.388678527538173e-10,1.1112205675710062e+29,17620.999936876568,600737301689647.6,27469.794658824132,5.7233436299374856e+16,36956.80228111217,8.998822935330198e+27,21204.058200974665,5.560673355779071e+26,1273.0,0.00015687145782173012,1.235324655042312e-14,1.0659148431382706,0.11794383048468879,0.7734767998615619,0.10857936965374923,4.354972199752406e-08,0.27048505271089784,511950.9528466472,0.00013983845381478196,1.7033004006948166e-05,0.0001672116153569213,metal,metal_limited/traps_defect_limited,intact_oxide
3.1787435400672374e-07,76236.64267266265,0.012872633135583763,4267.412129444203,2.978657605541598e-17,69412.1964211977,0.3169878966904606,57645.99369280754,0.0025984601521831397,5.573178199799427e-06,1209101.857341499,0.09826578543452744,0.03051599143584542,0.054428007185940826,0.13626646237874604,2.013199173900751,0.0004270253526144551,4.862553485369153e-10,9.359198194487513e+28,22734.215391876074,536847742885118.25,26136.389812065176,4.2866164150671096e+16,46923.90164751929,6.183284694422433e+27,36024.35760060356,6.288388753784663e+26,1273.0,0.0003486475954293653,4.197991485337606e-13,1.0016260175882759,0.003123356191914297,0.8134288024568881,0.1834478413511976,6.305949213772035e-08,0.14777470015638408,1204476.9773105262,0.0002846889466555626,6.395864877380273e-05,0.00034921450255164356,metal,metal_limited/traps_defect_limited,intact_oxide
3.6126497530853264e-07,77957.33620615139,0.09924102400840831,6047.3653231957815,4.698943670907703e-17,70130.17144710892,0.14421705687801065,94098.32128750859,0.0038034796056355207,8.867931246398672e-06,6608197.637137438,0.010653178642106655,0.009919395744638434,0.07071094041116675,0.2065867722339226,48.29195034931797,4.7087375011736e-05,7.756092647674165e-10,1.0330288662029508e+29,15495.913064546365,569319201472775.9,25482.487653740332,3.2903868612798788e+16,37427.211649703866,1.3149725784070844e+27,32220.182191780244,8.840828783209851e+26,1273.0,0.020695225244010792,6.90125759589193e-12,1.0018400015261395,0.0036547538159623695,0.9049008625499144,0.09144438363412326,3.019755530715167e-07,0.6185351619868237,6581615.515915664,0.018802763127402877,0.001892462116607915,0.020733304490043573,metal,metal_limited/lattice_limited,intact_oxide
9.706400133088372e-08,72356.85354824358,0.017100090810100887,24182.220230293016,4.6055051659138085e-18,69669.81643714813,0.349184366790147,131297.14704531134,0.0026413969889206627,9.429932019493469e-06,3853317.890315284,0.024976347601896487,0.027576971006630393,0.03307740115511845,0.4952275733202289,87.12394988726543,0.00033845688874680906,4.939445548345251e-10,8.650372773935487e+28,16232.218327751165,769424841940139.8,25018.38021888336,3.5099513521644012e+16,49270.19651698097,7.124695613182033e+27,27729.62975865605,4.602237129103293e+26,1273.0,0.00018401993339759812,3.156028596535373e-11,1.0000057819826107,1.13843090801963e-05,0.9143574905864188,0.08563112510450102,1.3189156904381106e-08,0.10274784040224874,3853269.9147519725,0.00016826209945910645,1.575783393849167e-05,0.00018402099739765307,metal,metal_limited/traps_defect_limited,intact_oxide
2.452546912255253e-07,72455.08173085905,0.008579868294902501,38801.49035277027,6.801652849956911e-17,70587.16625982054,0.09607213221164677,65599.98129087285,0.0031235447306301786,8.27710933921438e-06,6409542.871541045,0.04498163845919104,0.022319183198257913,0.045480446369876824,0.12140535272337613,42.78334580432953,0.00035825311488641814,4.200933063367198e-10,1.1048414047803414e+29,23601.81525413809,590651551079176.9,27356.76328359912,4.279746860859482e+16,43379.80862084364,6.689201008018133e+27,23816.830346559782,1.5999481015643096e+27,1273.0,0.0005474099407499035,6.265778454156619e-13,1.0005025093643864,0.000999916379510089,0.8861642702581488,0.1128358133623411,6.779394540400799e-08,0.20894051274219738,6402318.721830137,0.00048564249484275726,6.176744590714631e-05,0.0005476850193712887,metal,metal_limited/traps_defect_limited,intact_oxide
2.8620771367150804e-08,61923.45524712014,0.0803306487075103,8315.090589508498,6.566398364797938e-17,70475.1508905136,0.3737818153967835,21139.931108268567,0.004624248848137516,6.379193147560569e-07,8236215.020850561,0.0019543701594168703,0.02830701048616022,0.012010213834807004,0.39982437760616235,68.32418374530096,0.0003982615023616432,4.523282037605814e-10,8.139165905452469e+28,15739.480836687446,406495060193246.75,25812.92943916241,8995980869513350.0,42047.744244461646,6.251655642001993e+27,24879.163213491338,6.844037594324847e+26,1273.0,0.00036195247621770965,5.5141701159910936e-14,1.0002464455340356,0.000486859877228863,0.957234050717979,0.0422790894047922,7.032426877233975e-09,0.1934375837998584,8232028.1198551655,0.00034664945511541517,1.5303021102294468e-05,0.0003620416777890067,metal,metal_limited/traps_defect_limited,intact_oxide
