,Sublattice,Wyckoff Position,Multiplicity,Supercell Atoms,Element Assignments
0,A,Ni @ a,4,500,"Al=0.020000, B=0.020000, C=0.020000, Cr=0.084000, Fe=0.036000, Mo=0.100000, Ni=0.720000"
