D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,flux,permeability,PRF,frac_oxide,frac_metal,frac_defect,D_eff,D_modification,P_interface,flux_intact,flux_defect,flux_bare_metal,regime,regime_hierarchy,dominant_path
3.5301872253629616e-08,70150.20966133462,0.06594746180596471,45266.735688854984,3.34907450565228e-20,69004.55385369761,0.23988763647337913,115801.68255414291,0.002765892615808931,6.136769590430314e-06,7354280.574349087,0.11651559918337963,0.15252192908548423,0.20020692659461836,0.2401784482448192,38.45979787125041,0.00013520681132907024,8.662254077438964e-10,1.1624843194538893e+29,22204.02944608467,525401841197530.94,27097.527384186396,2.0582188162500304e+16,49980.07168707564,2.511156782935206e+27,31330.315327410823,2.2913682372446028e+26,773.0,5.703946769123656e-08,5.762085699164152e-19,1.0243184269382426,0.04226886669961297,0.4788802246544126,0.4788509086459744,1.2064664329536094e-11,0.018965832236858673,6757796.553891409,2.9726066758605238e-08,2.7313400932631327e-08,5.842657781888215e-08,metal,metal_limited/traps_defect_limited,intact_oxide
3.787415693688049e-08,65963.60439569317,0.08900009908503735,34532.98179760036,4.3275880670601153e-20,70308.36005726499,0.3871182368404474,77569.76388259974,0.0010216073381850974,7.294370678977519e-06,9114822.84419014,0.27283477832301917,0.18874266417362623,0.24434237275479603,0.3788270311743226,84.4276258487276,8.21499295331261e-05,5.822347247327333e-10,8.552019594029375e+28,24231.95880841926,24253507702604.844,25962.894117842417,1372066640017282.5,41762.48627807845,7.59764070975404e+27,31072.818927321507,1.2279953779330106e+27,773.0,4.4895171144352696e-07,5.116134597421659e-19,1.139769878138749,0.12292774580724919,0.1039593772743791,0.7731128769183717,1.405024028435394e-11,0.01619933033871972,4176399.673891495,1.0186136221199513e-07,3.470903492315318e-07,5.117016374421715e-07,defect,transition,defects
2.6958710309915865e-07,78100.46244790862,0.01689086215984083,26246.241619246117,6.279497218191167e-20,69996.53421724334,0.21529680178574268,31362.360042983597,0.0036404722675638886,9.904171967735606e-06,2791172.4901114614,0.254389483673793,0.29052726897700415,0.10871612084615354,0.4600416569478011,97.3112836181553,0.0002731242475533102,9.406990657229713e-10,1.1552475640031892e+29,16727.616589131496,270298927050843.8,27095.89693380789,2.3530384675043748e+16,45767.84232879111,2.8493332366303637e+27,25904.883778911044,7.365724462948407e+26,773.0,9.374562154814329e-08,1.408359155907659e-19,1.7783636307464468,0.1320574713946887,0.007102833712997813,0.8608396948923135,9.664635850940016e-11,0.03136319912977981,142463.2839530951,1.304566929714934e-08,8.069995225099395e-08,1.6671380390293844e-07,defect,transition,defects
3.36215200019381e-07,74434.44271082515,0.07649120357167047,26357.829106523903,1.3153193079166436e-20,70672.94859415552,0.2568069647063653,73832.50057895156,0.002602500000030801,1.293316039757968e-06,690427.7593778861,0.18501512430436412,0.2093385136700583,0.15927662723368588,0.3557734563957155,83.76570122482688,0.00037450235679915785,7.570078428653006e-10,8.785312541973907e+28,24978.972323090224,37800548406453.586,26325.679526029988,5.934941279747384e+16,43431.70783938194,4.509979781764112e+25,33143.40203008073,4.03073523048939e+26,773.0,2.7737295117407708e-06,9.54171516416472e-20,4.12386671657015,0.008196971752973322,1.6255017084929203e-07,0.9918028656968558,2.1181893813280557e-09,0.44681467825965915,13.691266495697988,2.273663332833356e-08,2.750992878412437e-06,1.143849081423614e-05,defect,oxide_limited/defect_limited,defects
1.9960824580814843e-07,62393.42914178249,0.014151927311133192,30797.19914868912,7.589527802791584e-20,69162.22491205575,0.08463931056178438,148742.18736505296,0.0005427841700223167,8.221581136570358e-06,7023115.274643554,0.1677638702681838,0.07730283750757957,0.15948273990929157,0.3088372999831103,5.671200645818298,0.0003396909260373008,4.904944495161314e-10,9.148857094895307e+28,23140.7535608428,391159996537703.75,27686.93136047573,2550124956727925.0,47206.63763232695,6.311336252382426e+27,37672.16295148815,1.1004043169578916e+27,773.0,4.799266795581882e-07,9.903198187914973e-19,1.235551243103964,0.25934866760359254,0.2623913467849406,0.47825998561146693,5.0042762996318414e-11,0.008923767251906802,3532036.310650494,2.5039695269813003e-07,2.295297268600582e-07,5.929740055268772e-07,defect,transition,intact_oxide
4.2442452272196835e-07,69100.50031830816,0.03260648760576169,41580.41748543313,6.623762623507796e-20,69582.5567010783,0.29349847452592903,109408.20773599614,0.0028081315072946075,1.2777516642478108e-06,4627117.800992585,0.09377444140579143,0.2976374286828493,0.16905870129007877,0.2944799659536812,42.434085432337774,0.00019533040819471248,3.005379401630769e-10,9.95129795101569e+28,18247.761035475956,215740888838185.47,29803.6481380955,5896271265044756.0,36462.656282639226,4.4013688339063195e+27,26415.973460367433,5.634285445351603e+26,773.0,1.2218696519237617e-06,1.2188998209177334e-18,1.0801914444920364,0.1053902017062479,0.3036800224307897,0.5909297758629625,5.712980240507774e-10,0.07034222283580485,3435017.155207581,4.998304923786973e-07,7.220391595450644e-07,1.3198531442925098e-06,defect,transition,defects
1.2917284768170673e-08,62311.544971680865,0.03594093194270485,17438.26404603609,1.721427459877264e-20,70164.41054694062,0.31542837834426013,164779.8503025477,0.001130886831294193,3.98749561232466e-06,7799033.846641647,0.29333581229060646,0.0923378039213898,0.2982592834059929,0.05527304403938677,15.79603394078854,0.00013360945389644403,9.033792969142519e-10,1.140456979583971e+29,15416.680348108506,312269674713257.75,26122.78152124312,7203410554744250.0,36050.80938049154,4.4501570913978447e+27,39126.143011255226,1.4870622015069515e+27,773.0,6.55255059792261e-07,1.241303262323273e-18,1.047001694914615,0.07055810667193677,0.21689574079509974,0.7125461525329635,2.0977900262033923e-11,0.057536070840414996,5884691.537647191,1.8835558800952844e-07,4.668994717827325e-07,6.860531582038747e-07,defect,transition,defects
2.7904212670118544e-07,66724.41848611286,0.030424963937204817,17527.97383209902,1.2972949118407792e-20,69220.55634349445,0.09802896870437625,39246.01680833787,0.0007910739796552268,6.499359673180073e-06,9686485.166734513,0.12718546956051796,0.21740792772930512,0.28408251193074,0.1087650642665184,66.65968904551004,0.0003757432833602047,8.19438376096197e-10,9.97706829500148e+28,23276.782451807652,804134542970620.2,25414.64951280519,3.466662711051203e+16,44453.16728787222,2.5319218383990597e+27,23012.752651621948,1.1556006603362103e+27,773.0,1.7492615220574476e-06,1.5613955709613524e-20,5.6800507603473935,0.004939718617513632,2.7095869549227755e-08,0.9950602542866168,2.264312226581229e-10,0.0370117937921826,53.13304645576641,8.640907105169281e-09,1.7406206149522782e-06,9.935894238408844e-06,defect,oxide_limited/defect_limited,defects
1.0883525427176907e-07,69998.90739938867,0.007521669291677568,25719.786257178046,7.522606827630978e-20,70898.37224159249,0.08210955705572001,42738.34868201624,0.0038696117355092223,4.985461044878815e-06,7269201.205802772,0.15629156194716973,0.2479664221984152,0.25669336023665495,0.033739512301593076,53.06638147543612,0.00023186798073554626,7.077072280404288e-10,1.0373274943458829e+29,20267.666984482308,472002916453832.1,25686.9727689355,1.7486723702164034e+16,41121.27159624157,3.3368002622180576e+27,22216.539184605084,5.9866540156575755e+25,773.0,1.0173390894045987e-07,8.546640443828912e-20,1.1490768672221061,0.14759632309999315,0.0999887317629401,0.7524149451370667,9.726036724502344e-11,0.04916529445372134,2935711.163584743,2.5187795426444406e-08,7.654611351401546e-08,1.1690008137556264e-07,defect,transition,defects
1.5143729903123954e-07,68991.86813207075,0.08712897482919892,40505.92120582145,4.347166749442644e-20,69644.60147292989,0.23753930375541304,99325.84377773161,0.002566700371727027,6.604202942057711e-06,4042669.5573881418,0.27262154003448064,0.18276358593993774,0.16374918890198403,0.18679643109527086,17.04567667714991,0.00013347731144059254,7.382854940458714e-10,1.0065098403577597e+29,15539.352121249925,460530615147766.9,25707.68098691423,4.5931731868199576e+16,49021.146713263624,1.9510920528070662e+27,35893.96642813548,8.827675900149585e+26,773.0,3.5595929130111856e-07,5.135520176208576e-19,1.275312462846013,0.18343406221840844,0.06496049606609508,0.7516054417154965,6.761724438565633e-11,0.02318875092890581,1057244.65822816,8.841835093000626e-08,2.675409403711123e-07,4.539593204621509e-07,defect,transition,defects
