2	0.707107	0.115934	0.120106	-0.004172
2	0.707107	-0.209597	-0.209480	-0.000117
2	0.707107	-0.063978	-0.061676	-0.002302
2	0.707107	-0.235269	-0.237489	0.002220
2	0.707107	-0.205399	-0.207453	0.002054
2	0.707107	-0.064489	-0.067364	0.002875
2	0.707107	0.364341	0.365360	-0.001018
2	0.707107	0.108742	0.107570	0.001172
2	0.707107	0.412803	0.414209	-0.001406
2	0.707107	0.361311	0.361824	-0.000513
2	0.707107	0.115863	0.117490	-0.001627
2	0.707107	0.034383	0.031671	0.002713
2	0.707107	0.121093	0.121952	-0.000859
2	0.707107	0.106835	0.106529	0.000307
2	0.707107	0.034213	0.034592	-0.000379
2	0.707107	0.470648	0.469591	0.001057
2	0.707107	0.408945	0.410201	-0.001256
2	0.707107	0.133898	0.133199	0.000699
2	0.707107	0.354766	0.358323	-0.003557
2	0.707107	0.114998	0.116353	-0.001355
2	0.707107	0.033594	0.037782	-0.004187
2	1.000000	0.120440	0.120106	0.000333
2	1.000000	-0.208394	-0.209480	0.001086
2	1.000000	-0.065341	-0.061676	-0.003666
2	1.000000	-0.234662	-0.237489	0.002827
2	1.000000	-0.206264	-0.207453	0.001189
2	1.000000	-0.071405	-0.067364	-0.004041
2	1.000000	0.368479	0.365360	0.003119
2	1.000000	0.106738	0.107570	-0.000832
2	1.000000	0.415658	0.414209	0.001448
2	1.000000	0.363522	0.361824	0.001698
2	1.000000	0.116152	0.117490	-0.001338
2	1.000000	0.024856	0.031671	-0.006815
2	1.000000	0.124088	0.121952	0.002136
2	1.000000	0.111106	0.106529	0.004577
2	1.000000	0.036259	0.034592	0.001667
2	1.000000	0.454540	0.469591	-0.015050
2	1.000000	0.404805	0.410201	-0.005397
2	1.000000	0.128005	0.133199	-0.005194
2	1.000000	0.355704	0.358323	-0.002618
2	1.000000	0.111479	0.116353	-0.004874
2	1.000000	0.033314	0.037782	-0.004468
2	1.224745	0.120749	0.120106	0.000643
2	1.224745	-0.211135	-0.209480	-0.001654
2	1.224745	-0.064435	-0.061676	-0.002760
2	1.224745	-0.239571	-0.237489	-0.002082
2	1.224745	-0.207463	-0.207453	-0.000009
2	1.224745	-0.066970	-0.067364	0.000393
2	1.224745	0.365348	0.365360	-0.000012
2	1.224745	0.107789	0.107570	0.000219
2	1.224745	0.416747	0.414209	0.002538
2	1.224745	0.363581	0.361824	0.001757
2	1.224745	0.120079	0.117490	0.002588
2	1.224745	0.032595	0.031671	0.000924
2	1.224745	0.125833	0.121952	0.003880
2	1.224745	0.109648	0.106529	0.003119
2	1.224745	0.036259	0.034592	0.001668
2	1.224745	0.467529	0.469591	-0.002062
2	1.224745	0.407747	0.410201	-0.002454
2	1.224745	0.136252	0.133199	0.003053
2	1.224745	0.353198	0.358323	-0.005125
2	1.224745	0.117539	0.116353	0.001186
2	1.224745	0.037165	0.037782	-0.000617
2	1.414214	0.120258	0.120106	0.000151
2	1.414214	-0.209757	-0.209480	-0.000276
2	1.414214	-0.065926	-0.061676	-0.004250
2	1.414214	-0.236506	-0.237489	0.000983
2	1.414214	-0.204224	-0.207453	0.003230
2	1.414214	-0.065812	-0.067364	0.001551
2	1.414214	0.358716	0.365360	-0.006643
2	1.414214	0.105092	0.107570	-0.002478
2	1.414214	0.418331	0.414209	0.004122
