temperature,oxide_thickness,metal_thickness,k_diss_ref,trap_gb_N_T,f_gb_defect,H_sol_ox,trap_carbide_N_T,Y_flux,Y_permeability,Y_theta,regime_hit
616.037409364617,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,5.672617777828275e-10,8.175008758224123e-19,0.22774747933035458,oxide
793.0375124700918,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,2.8714702600401625e-07,5.051919196162455e-16,0.35163706309755494,oxide
616.037409364617,4.136976138876769e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,6.250244091642001e-10,8.175008758224123e-19,0.22774747892105235,oxide
616.037409364617,4.950553606549556e-06,0.002575149672563423,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,6.561420601416338e-10,8.175008758224123e-19,0.22774747926312053,metal
616.037409364617,4.950553606549556e-06,0.003480157820694718,9.034278603134602e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,5.672617850186868e-10,8.175008758224123e-19,0.2277474809183338,oxide
616.037409364617,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,1.5955980603887416e+16,0.015793227888438576,77479.28035177318,7.48122754062858e+26,5.672617777829091e-10,8.175008758224123e-19,0.22774747933035458,oxide
616.037409364617,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.03500895159742356,77479.28035177318,7.48122754062858e+26,6.130029762188378e-10,8.175008758224123e-19,0.22774747933035458,metal
616.037409364617,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,97612.1203261631,7.48122754062858e+26,4.779557381751555e-10,5.861595968954858e-19,0.22774747995021832,metal
616.037409364617,4.950553606549556e-06,0.003480157820694718,2.996324957183644e-06,4.5280436724123896e+16,0.015793227888438576,77479.28035177318,3.3558086057469545e+26,5.692585000012591e-10,8.175019051562085e-19,0.22774747932847222,oxide
616.037409364617,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,6.710676730951212e-10,5.861601260851876e-19,0.2277474810027072,metal
793.0375124700918,4.950553606549556e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,4.717344290336346e-07,8.707774172322899e-16,0.3516371698888496,oxide
793.0375124700918,4.136976138876769e-06,0.003480157820694718,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,4.49587612911422e-07,8.707774172322899e-16,0.35163716050512533,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,2.996324957183644e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,5.188195438263795e-07,8.707774172322899e-16,0.35163684687932234,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,4.5280436724123896e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,5.188204377714037e-07,8.707774172322897e-16,0.35163714983565664,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.015793227888438576,97612.1203261631,3.3558086057469545e+26,4.951935601134595e-07,8.707774172322899e-16,0.3516371498356566,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,77479.28035177318,3.3558086057469545e+26,3.894236191892237e-07,5.051935503137699e-16,0.3516372042111329,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,7.48122754062858e+26,5.158002206545813e-07,8.707725724851199e-16,0.35163715024223513,oxide
793.0375124700918,4.136976138876769e-06,0.002575149672563423,9.034278603134602e-06,1.5955980603887416e+16,0.03500895159742356,97612.1203261631,3.3558086057469545e+26,5.188204377715451e-07,8.707774172322899e-16,0.3516371498356566,oxide
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,4.065188626458428e-05,3.9221885416690134e-13,0.4259870259378984,metal
1107.70436243538,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,0.0008618398919688027,3.200179110098568e-11,0.49754718051915836,metal
930.7042593299054,8.664711611142713e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,4.176432378793298e-05,3.9221885416690134e-13,0.4259867646599547,metal
930.7042593299054,9.478289078815501e-06,0.004607448671875804,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,1.6448482284734165e-05,3.9221885416690134e-13,0.42599128898433014,metal
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,4.740622677125031e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,4.065121877229313e-05,3.9221885416690134e-13,0.42598300250370746,metal
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,4.295979631173108e+16,0.06051345761116727,145295.16237077076,1.643128895867685e+27,4.065188626456686e-05,3.9221885416689897e-13,0.4259870259378984,metal
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.07972918132015225,145295.16237077076,1.643128895867685e+27,4.1099127185754943e-05,3.9221885416690134e-13,0.4259870259378984,metal
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,29796.238307165513,1.643128895867685e+27,4.600256714259708e-06,1.305035356100162e-15,0.42599444560256483,metal
930.7042593299054,9.478289078815501e-06,0.0014478588213823371,7.289980883193213e-06,1.827662101628023e+16,0.06051345761116727,145295.16237077076,1.2305870023795224e+27,4.107472224870399e-05,3.9227723911625956e-13,0.42598695777683404,metal
930.7042593299054,8.664711611142713e-06,0.004607448671875804,4.740622677125031e-06,4.295979631173108e+16,0.07972918132015225,29796.238307165513,1.2305870023795224e+27,2.1972403296270652e-06,1.3050360023851998e-15,0.42599440432302865,metal
1107.70436243538,9.478289078815501e-06,0.004607448671875804,4.740622677125031e-06,4.295979631173108e+16,0.07972918132015225,29796.238307165513,1.2305870023795224e+27,2.6972307995014545e-05,1.0246731674727647e-14,0.4976208240549035,metal
1107.70436243538,8.664711611142713e-06,0.0014478588213823371,4.740622677125031e-06,4.295979631173108e+16,0.07972918132015225,29796.238307165513,1.2305870023795224e+27,6.75783874194306e-05,1.0246731674727647e-14,0.4976207916471781,metal
1107.70436243538,8.664711611142713e-06,0.004607448671875804,7.289980883193213e-06,4.295979631173108e+16,0.07972918132015225,29796.238307165513,1.2305870023795224e+27,2.7660598480382653e-05,1.0246731674727647e-14,0.4976209180853244,metal
1107.70436243538,8.664711611142713e-06,0.004607448671875804,4.740622677125031e-06,1.827662101628023e+16,0.07972918132015225,29796.238307165513,1.2305870023795224e+27,2.7660458496735325e-05,1.0246731674727647e-14,0.49762079379067453,metal
1107.70436243538,8.664711611142713e-06,0.004607448671875804,4.740622677125031e-06,4.295979631173108e+16,0.06051345761116727,29796.238307165513,1.2305870023795224e+27,2.5868187653485602e-05,1.0246731674727647e-14,0.49762079379067453,metal
1107.70436243538,8.664711611142713e-06,0.004607448671875804,4.740622677125031e-06,4.295979631173108e+16,0.07972918132015225,145295.16237077076,1.2305870023795224e+27,0.0002942507578524685,3.203070850060239e-11,0.4975818484733182,metal
