temperature,P_upstream,f_pinhole,k_diss_ref,metal_thickness,trap_dislocation_E_b,k_diss_metal_ref,K_s_ref,Y_flux,Y_permeability,Y_theta,regime_hit
1081.6008982107608,1.2473036393510513,0.05454517043540367,5.879367026054609e-09,0.002128309750222862,23988.81229489408,1.0722988668478426e-07,0.07349603153902347,1.5925197970069574e-08,1.2185466019064816e-12,2.3645003502513365e-06,surface
1081.6008982107608,7.076163610700224,0.007149467494490254,5.879367026054609e-09,0.002128309750222862,23988.81229489408,1.0722988668478426e-07,0.07349603153902347,1.1717847524886985e-08,1.2185466019064816e-12,1.341213755340105e-05,surface
1081.6008982107608,7.076163610700224,0.05454517043540367,6.270668006645333e-09,0.002128309750222862,23988.81229489408,1.0722988668478426e-07,0.07349603153902347,5.37307042803172e-08,1.2185466019064816e-12,1.430445378780184e-05,metal
1081.6008982107608,7.076163610700224,0.05454517043540367,5.879367026054609e-09,0.0033317958730463676,23988.81229489408,1.0722988668478426e-07,0.07349603153902347,3.8962866923298106e-08,1.2185466019064816e-12,1.6354533330810118e-05,metal
1081.6008982107608,7.076163610700224,0.05454517043540367,5.879367026054609e-09,0.002128309750222862,17624.008385524292,1.0722988668478426e-07,0.07349603153902347,5.338901413192312e-08,1.2185466019064816e-12,1.3412137553401024e-05,metal
1081.6008982107608,7.076163610700224,0.05454517043540367,5.879367026054609e-09,0.002128309750222862,23988.81229489408,3.1551874908839356e-08,0.07349603153902347,3.369363991725576e-08,1.2185466019064816e-12,1.341213755340105e-05,metal
1081.6008982107608,7.076163610700224,0.05454517043540367,5.879367026054609e-09,0.002128309750222862,23988.81229489408,1.0722988668478426e-07,0.07173973385052074,5.252144185107692e-08,1.218507215346306e-12,1.3539540676498505e-05,metal
1081.6008982107608,7.076163610700224,0.05454517043540367,5.879367026054609e-09,0.002128309750222862,23988.81229489408,1.0722988668478426e-07,0.07349603153902347,5.3389014131922947e-08,1.2185466019064816e-12,1.341213755340105e-05,metal
1192.438191465355,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.02677851302485065,8.810049465702443e-08,7.303738535345374e-12,2.176774514446985e-06,metal
828.2585136288312,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.02677851302485065,6.156428602233594e-10,3.3121386960810326e-15,9.901909442587938e-05,metal
