regime,metric,parameter,pawn_median,delta,S1_givendata,n
oxide,theta,trap_gb_N_T,0.059756221034985055,0.0549246019127421,0.0071378498567345695,1513
oxide,theta,trap_vacancy_E_b,0.06520092969102217,0.06600676576387575,0.006280454256383811,1513
oxide,theta,trap_vacancy_N_T,0.05709458424340046,0.07623845292987437,0.008740722983240313,1513
oxide,theta,trap_carbide_E_b,0.07098304758319729,0.04990169883843745,0.008265007291190769,1513
oxide,theta,trap_carbide_N_T,0.07111435987446545,0.036347456454366475,0.012448722058801603,1513
oxide,theta,temperature,0.2171686443756757,0.1714827655072684,0.20204494001084267,1513
oxide,theta,k_diss_ref,0.06594940975125074,0.06876580080856023,0.030398016844454066,1513
oxide,theta,E_diss,0.06102301029050656,0.07458468347318277,0.01027566248818471,1513
oxide,theta,K_eq_ref,0.1967320747779728,0.21448251973597807,0.24129612725399302,1513
oxide,theta,H_eq,0.1863365183859093,0.13374427110620365,0.1946037955277405,1513
oxide,theta,k_diss_metal_ref,0.0568932387301226,0.07755907441192714,0.008194548300944205,1513
oxide,theta,E_diss_metal,0.06221795214104691,0.06353417114812317,0.007824562022688799,1513
oxide,theta,K_eq_metal_ref,0.05347911915715017,0.06527976263211377,0.009399770915306803,1513
oxide,theta,H_eq_metal,0.06986908164560564,0.07263789058722012,0.011559078011126838,1513
