temperature,H_sol_ox,f_pinhole,D_ref,trap_dislocation_N_T,D_ox_ref,oxide_thickness,trap_carbide_N_T,Y_flux,Y_permeability,Y_theta,regime_hit
645.5463162724941,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,429523507405072.56,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.7128992302613076e-12,4.6329515680488265e-21,0.25244510117081176,oxide
645.5463162724941,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,3.465033674913409e-20,7.305716728448645e-06,1.6825145665692424e+27,1.3170794566869848e-12,3.3379805492166922e-21,0.25244510117228924,oxide
645.5463162724941,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,5.98151782481317e-06,1.6825145665692424e+27,2.0263970232628765e-12,4.6329515680488265e-21,0.2524451011696345,oxide
645.5463162724941,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,2.9226823244549555e+26,1.719706406994348e-12,4.632951596806925e-21,0.25244510117081176,oxide
645.5463162724941,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.7128992302613074e-12,4.6329515680488265e-21,0.25244510117081176,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,6.489560833068443e-10,6.8440890766310105e-19,0.3890768404810202,oxide
1031.2699499677115,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,1.1665134126194471e-08,1.1710395728197136e-17,0.4684742317573686,oxide
857.6943148048637,135503.0904516459,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,1.5457289755839676e-08,1.8169504510445415e-17,0.38907683302805574,oxide
857.6943148048637,50303.32914621369,5.680767132957584e-06,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,9.873909544496681e-10,6.8440890766310105e-19,0.3890768404810202,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.772670285315691e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,6.450996392950427e-10,6.844089047268436e-19,0.38907684048102037,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,305694703327981.75,2.6829177727455938e-20,2.636173226155127e-06,1.421402310921635e+27,6.489560833068445e-10,6.8440890766310105e-19,0.3890768404810202,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,7.155643088267788e-20,2.636173226155127e-06,1.421402310921635e+27,1.6154578104181242e-09,1.825395219462221e-18,0.38907683999458564,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,8.420831594667994e-06,1.421402310921635e+27,2.5069409177612625e-10,6.8440890766310105e-19,0.3890768406814631,oxide
857.6943148048637,50303.32914621369,9.643294928491671e-07,2.9364222276645337e-07,521675175555465.75,2.6829177727455938e-20,2.636173226155127e-06,1.4566877508740146e+27,6.48888209330328e-10,6.844089076142544e-19,0.3890768404810202,oxide
857.6943148048637,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.3233082687619189e-08,4.845993884014896e-17,0.38907683430617107,oxide
1031.2699499677115,50303.32914621369,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.7980977973467957e-08,3.123293810257914e-17,0.46847423206969024,metal
1031.2699499677115,135503.0904516459,9.643294928491671e-07,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.6427656926466561e-06,6.194349299033718e-15,0.46847392058941867,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.9364222276645337e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.6514690987558167e-06,6.194358813981178e-15,0.4684739205727063,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,521675175555465.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.6508100614542569e-06,6.194349299033718e-15,0.46847392058941867,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,2.6829177727455938e-20,8.420831594667994e-06,1.4566877508740146e+27,6.253857669012548e-07,2.3225328259643298e-15,0.4684741162013214,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,2.636173226155127e-06,1.4566877508740146e+27,5.240846443809117e-06,6.194349299033718e-15,0.46847323572784405,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.421402310921635e+27,1.6508238588004913e-06,6.1943495080784865e-15,0.4684739205890515,oxide
1031.2699499677115,135503.0904516459,5.680767132957584e-06,2.772670285315691e-07,305694703327981.75,7.155643088267788e-20,8.420831594667994e-06,1.4566877508740146e+27,1.6508100614542567e-06,6.194349299033718e-15,0.46847392058941867,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,5.338947269085043e-06,1.690601256167325e-14,0.5148905823427699,oxide
722.6910430115377,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,4.833467737348078e-11,1.4015552528944907e-19,0.3075027909862506,oxide
1166.2732217610376,70973.09372327122,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,2.1837140640942765e-07,6.140480138012198e-16,0.5148911431431478,oxide
1166.2732217610376,114833.3258745884,1.2088855186325665e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,5.319406958807167e-06,1.690601256167325e-14,0.5148905823427699,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.0259829002613671e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,5.334518297507415e-06,1.6905937773606257e-14,0.5148905824488914,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,674301375929554.5,5.811381381416854e-20,7.096632691032518e-06,5.180950481407235e+26,5.338947269085043e-06,1.690601256167325e-14,0.5148905823427699,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,4.027179479596526e-20,7.096632691032518e-06,5.180950481407235e+26,3.7088252073059496e-06,1.1715652746431791e-14,0.5148907608736769,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,3.960372129790602e-06,5.180950481407235e+26,9.538272662821206e-06,1.690601256167325e-14,0.514890122426706,oxide
1166.2732217610376,114833.3258745884,5.436211107174185e-06,1.1897348426102098e-07,153068502953893.03,5.811381381416854e-20,7.096632691032518e-06,5.533804880931028e+26,5.338904128264429e-06,1.6906011912717545e-14,0.5148905823436909,oxide
1166.2732217610376,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,2.4474320027842584e-07,4.2552396488365804e-16,0.5148911380278894,oxide
722.6910430115377,114833.3258745884,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,5.5572206038323086e-11,9.712520482192354e-20,0.3075027909705024,oxide
722.6910430115377,70973.09372327122,5.436211107174185e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,3.559427946658143e-11,5.665742657416692e-20,0.30750279100420663,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.1897348426102098e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,3.288661814357278e-11,5.665743159091012e-20,0.3075027910042063,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,153068502953893.03,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,3.275690160333203e-11,5.665742657416692e-20,0.30750279100420663,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,5.811381381416854e-20,3.960372129790602e-06,5.533804880931028e+26,4.690903651437482e-11,8.175891383435715e-20,0.3075027909833002,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,7.096632691032518e-06,5.533804880931028e+26,1.8639418538188134e-11,5.665742657416692e-20,0.30750279102506184,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.180950481407235e+26,3.2757505145836885e-11,5.665742660120694e-20,0.30750279100420663,oxide
722.6910430115377,70973.09372327122,1.2088855186325665e-06,1.0259829002613671e-07,674301375929554.5,4.027179479596526e-20,3.960372129790602e-06,5.533804880931028e+26,3.275690160333203e-11,5.665742657416692e-20,0.30750279100420663,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,8.366039121753475e-08,1.7001933750984717e-16,0.4608629777958843,oxide
876.9804964896246,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,5.246120566697717e-09,1.0426388573346346e-17,0.39921426748400896,oxide
1011.9837682829507,38708.09535908386,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,1.1292658384636858e-08,1.2307096103710479e-17,0.460862992921278,oxide
1011.9837682829507,82568.32751040105,3.4448263257950752e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,8.409176192664043e-08,1.7001933750984717e-16,0.4608629777958843,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,1.899326592788529e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,8.083267553554496e-08,1.70019212467254e-16,0.46086297779660607,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,121391367027195.38,7.375613185752485e-20,4.866402958593822e-06,9.697486795311793e+26,8.366039121753475e-08,1.7001933750984717e-16,0.4608629777958843,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,5.591411283932157e-20,4.866402958593822e-06,9.697486795311793e+26,6.478871691487996e-08,1.288907357863809e-16,0.46086298174020596,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,1.7301423973519067e-06,9.697486795311793e+26,2.2506222115642103e-07,1.7001933750984717e-16,0.46086294824180607,oxide
1011.9837682829507,82568.32751040105,3.2002703000116763e-06,3.8097659201916956e-07,337371839254679.4,7.375613185752485e-20,4.866402958593822e-06,1.0050341194835587e+27,8.365351757575532e-08,1.7001933735768054e-16,0.4608629777958852,oxide
1011.9837682829507,38708.09535908386,3.4448263257950752e-06,1.899326592788529e-07,121391367027195.38,5.591411283932157e-20,1.7301423973519067e-06,1.0050341194835587e+27,1.5074844712846968e-08,9.329940764337949e-18,0.4608629915847719,oxide
