temperature,H_sol_ox,f_pinhole,D_ref,trap_dislocation_N_T,D_ox_ref,oxide_thickness,trap_carbide_N_T,Y_flux,Y_permeability,Y_theta,regime_hit
626.2601345877333,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,4.89220123106812e-13,4.983447002727876e-22,0.23783207574833712,oxide
799.8357697505811,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,4.00796206953794e-10,5.640336942086956e-19,0.35644182643167466,oxide
626.2601345877333,87105.59290536489,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,5.388394728009028e-13,5.817002201384185e-22,0.23783207574805698,oxide
626.2601345877333,98700.82669249471,4.56279672937633e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,4.307128336020232e-13,4.983447002727876e-22,0.23783207574833712,oxide
626.2601345877333,98700.82669249471,6.554181510755439e-06,4.0826858241064335e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,7.800373872789676e-13,4.983447390332118e-22,0.23783207574833706,metal
626.2601345877333,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,213543035177588.56,1.9008018705777782e-20,3.7512880923744745e-06,7.439218638359513e+26,4.892201231068121e-13,4.983447002727876e-22,0.23783207574833712,oxide
626.2601345877333,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,3.245063577428711e-20,3.7512880923744745e-06,7.439218638359513e+26,6.990131560737086e-13,8.50777828578421e-22,0.23783207574794982,oxide
626.2601345877333,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,5.07548699600995e-06,7.439218638359513e+26,4.1182316576655554e-13,4.983447002727876e-22,0.2378320757487236,oxide
626.2601345877333,98700.82669249471,6.554181510755439e-06,1.6264066888737908e-07,613826843705859.0,1.9008018705777782e-20,3.7512880923744745e-06,3.275536723978749e+26,4.904495232444109e-13,4.983447006814882e-22,0.2378320757483371,oxide
626.2601345877333,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,7.755923241900519e-13,9.930831397667445e-22,0.2378320757474685,oxide
799.8357697505811,98700.82669249471,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,5.385047998722435e-10,9.62922798596154e-19,0.35644182636454186,oxide
799.8357697505811,87105.59290536489,6.554181510755439e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,4.699704244367474e-10,6.932233858633254e-19,0.35644182645516054,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,1.6264066888737908e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,3.507581166441373e-10,6.932231662048034e-19,0.35644182645516476,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,613826843705859.0,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,4.1984673476485125e-10,6.932233858633254e-19,0.35644182645516054,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,1.9008018705777782e-20,5.07548699600995e-06,3.275536723978749e+26,2.9350255624183563e-10,4.0605688969136456e-19,0.3564418265516525,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,3.7512880923744745e-06,3.275536723978749e+26,5.275089564655808e-10,6.932233858633254e-19,0.35644182637293925,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,7.439218638359513e+26,4.1863597963242425e-10,6.93223384312963e-19,0.35644182645516054,oxide
799.8357697505811,87105.59290536489,4.56279672937633e-06,4.0826858241064335e-07,213543035177588.56,3.245063577428711e-20,5.07548699600995e-06,3.275536723978749e+26,4.198467347648516e-10,6.932233858633254e-19,0.35644182645516054,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,4.007172830514911e-07,1.4719123491917888e-15,0.4275417202638663,oxide
1108.414676706755,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,4.3677356791021555e-05,1.616939758112504e-13,0.49636277557843084,oxide
934.8390415439071,151635.5896337396,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,2.2473144965303153e-07,8.237747794793894e-16,0.4275417753103661,oxide
934.8390415439071,163230.82342086942,9.034678343701347e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,4.035085598111103e-07,1.4719123491917888e-15,0.4275417202638663,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,2.33599843905211e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,4.0028216031313234e-07,1.4718941438742633e-15,0.427541720318971,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,582149707779161.2,5.029265479249039e-20,8.211747557251866e-06,1.6472291266168632e+27,4.00717283051491e-07,1.4719123491917888e-15,0.4275417202638663,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,6.373527186099972e-20,8.211747557251866e-06,1.6472291266168632e+27,5.074644253283693e-07,1.865322790038449e-15,0.42754168687423055,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,6.15027531132559e-07,1.6472291266168632e+27,5.274789458747878e-06,1.4719123491917888e-15,0.4275401955669544,oxide
934.8390415439071,163230.82342086942,2.0822998964304215e-06,3.373094073928115e-07,245220171104286.22,5.029265479249039e-20,8.211747557251866e-06,1.2308609351787865e+27,4.007334329813845e-07,1.4719128799612781e-15,0.42754172026225906,oxide
934.8390415439071,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,3.7425220110641065e-06,1.0439466705137257e-15,0.42754067541091795,oxide
1108.414676706755,163230.82342086942,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,0.0006348979004534287,2.0487998644209153e-13,0.4962819740494268,oxide
1108.414676706755,151635.5896337396,2.0822998964304215e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,0.0003063210424024749,9.079163041450256e-14,0.4963268791579931,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,3.373094073928115e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,0.0003131682969439945,9.079608332283445e-14,0.496325950250808,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,245220171104286.22,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,0.0003063488945232782,9.079163041450256e-14,0.4963268791579931,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,5.029265479249039e-20,6.15027531132559e-07,1.2308609351787865e+27,0.0002454091784998904,7.164487756630441e-14,0.49633520812309473,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,8.211747557251866e-06,1.2308609351787865e+27,2.4591149281505457e-05,9.079163041450256e-14,0.49636538729910495,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.6472291266168632e+27,0.000306014793252617,9.079140696937159e-14,0.4963269247110729,oxide
1108.414676706755,151635.5896337396,9.034678343701347e-06,2.33599843905211e-07,582149707779161.2,6.373527186099972e-20,6.15027531132559e-07,1.2308609351787865e+27,0.00030634889452327816,9.079163041450256e-14,0.4963268791579931,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,2.773449761050715e-07,1.8248668350419512e-16,0.48975701198622174,oxide
954.125223228668,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,3.290916283797556e-08,2.1642220325327916e-17,0.43632610437908814,oxide
1089.128495021994,119370.59126955224,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,9.867693068411205e-06,6.7768244086297765e-15,0.48975559373184824,oxide
1089.128495021994,66435.82832830737,6.798737536538839e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,2.7519318428744225e-07,1.8248668350419512e-16,0.48975701198622174,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,1.4626547465249478e-07,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,2.8630029256946794e-07,1.8248679724033647e-16,0.4897570119814687,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,397846371478374.94,6.59349728358467e-20,1.521058359935779e-06,1.1955754952264073e+27,2.773449761050715e-07,1.8248668350419512e-16,0.48975701198622174,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,1.6808317730930803e-20,1.521058359935779e-06,1.1955754952264073e+27,7.779289298824943e-08,4.652003272449408e-17,0.4897570414943589,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,2.8452572635712545e-06,1.1955754952264073e+27,1.527053482045972e-07,1.8248668350419512e-16,0.48975703041693097,oxide
1089.128495021994,66435.82832830737,8.790122317917948e-06,7.530629963466289e-08,60916834803499.84,6.59349728358467e-20,1.521058359935779e-06,7.792073037883308e+26,2.774929703789773e-07,1.824866870817289e-16,0.4897570119860722,oxide
1089.128495021994,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,1.3695372204385603e-06,1.7276377789080587e-15,0.48975685121608725,oxide
954.125223228668,66435.82832830737,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,6.070682852302172e-09,5.517098153244682e-18,0.4363261120905281,oxide
954.125223228668,119370.59126955224,8.790122317917948e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,7.255087255529596e-08,8.959686320789816e-17,0.4363260935478601,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,7.530629963466289e-08,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,7.117877148880815e-08,8.959663826967252e-17,0.4363260935529644,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,60916834803499.84,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,7.204115891701831e-08,8.959686320789816e-17,0.4363260935478601,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,6.59349728358467e-20,2.8452572635712545e-06,7.792073037883308e+26,2.772889360008388e-07,3.5146412821828304e-16,0.43632603585707125,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,1.521058359935779e-06,7.792073037883308e+26,1.3321138109164591e-07,8.959686320789816e-17,0.4363260763543237,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,1.1955754952264073e+27,7.201749869792574e-08,8.959685995239998e-17,0.43632609354793406,oxide
954.125223228668,119370.59126955224,6.798737536538839e-06,1.4626547465249478e-07,397846371478374.94,1.6808317730930803e-20,2.8452572635712545e-06,7.792073037883308e+26,7.204115891701831e-08,8.959686320789816e-17,0.4363260935478601,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,4.936332750015466e-10,1.2159085998381009e-18,0.344796607025739,oxide
645.5463162724941,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,1.1375498866594376e-12,1.871552475896977e-21,0.25244510117345925,oxide
780.5495880658202,54840.59454117754,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,1.0935706029063356e-10,1.8653782593360117e-19,0.3447966073677319,oxide
780.5495880658202,130965.82505668206,2.326855922213821e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,4.753184778758402e-10,1.2159085998381009e-18,0.344796607025739,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,3.2093421315792716e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,5.049092399091635e-10,1.2159088706621507e-18,0.34479660702573456,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,766453044079947.8,3.465033674913409e-20,5.98151782481317e-06,2.9226823244549555e+26,4.936332750015466e-10,1.2159085998381009e-18,0.344796607025739,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,4.809295381764341e-20,5.98151782481317e-06,2.9226823244549555e+26,6.697181753282827e-10,1.6876203457525092e-18,0.34479660686907904,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,7.305716728448645e-06,2.9226823244549555e+26,4.1136194982817547e-10,1.2159085998381009e-18,0.3447966070989345,oxide
780.5495880658202,130965.82505668206,4.31824070359293e-06,2.4997503814009524e-07,429523507405072.56,3.465033674913409e-20,5.98151782481317e-06,1.6825145665692424e+27,4.923229527642533e-10,1.21590855806462e-18,0.3447966070257396,oxide
780.5495880658202,54840.59454117754,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.0570635432333512e-10,2.5890527267593827e-19,0.3447966073592618,oxide
645.5463162724941,130965.82505668206,2.326855922213821e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.0907810572360198e-12,2.5976222425991326e-21,0.25244510117311714,oxide
645.5463162724941,54840.59454117754,4.31824070359293e-06,3.2093421315792716e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.9668919041582973e-12,4.6329515680488265e-21,0.25244510117081176,oxide
645.5463162724941,54840.59454117754,2.326855922213821e-06,2.4997503814009524e-07,766453044079947.8,4.809295381764341e-20,7.305716728448645e-06,1.6825145665692424e+27,1.6472764575196681e-12,4.632951203961331e-21,0.25244510117081176,oxide
