D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,k_diss_ref,E_diss,K_eq_ref,H_eq,k_diss_metal_ref,E_diss_metal,K_eq_metal_ref,H_eq_metal,flux,permeability,theta,frac_surface,frac_oxide,frac_metal,PRF,D_eff,P_interface,flux_intact,flux_defect,regime,system_rate_limiting,dominant_path,target_preset
6.5821086964704e-08,60011.86672555683,0.024698430920475727,3014.975484859579,1.804474154444255e-17,69990.33305004942,0.31107676341611235,44573.78870583202,0.0021989676376642266,8.721009733171307e-06,2974032.5902795484,0.03599495938177739,0.041897686250799676,0.08645372712261166,0.14035735387591697,46.34243849474177,0.0001989355030163092,8.478935640628267e-10,8.561823627666398e+28,18362.601051842274,396070187096263.75,29230.487571743488,4.451383697995184e+16,36489.979153404696,1.586229570405575e+27,23509.767447914142,2.1895014556187657e+26,980.7399314231502,3.0755022108080455e-06,42029.958678117226,6.890559757294877e-07,43546.74471468795,6.104371654891523e-05,87987.90600342579,0.0007337005628331645,16758.200371919054,6.574611222798235e-06,3.462764699786944e-15,0.33226384671123493,3.755110866673683e-07,0.358328480586595,0.6416711439023184,,5.732995544397385e-09,129.20861679926892,5.684528779190931e-07,6.006158344879142e-06,metal,mixed,mixed,metal
2.174337369120123e-07,61368.815359781845,0.003938150552064913,34432.06330277363,7.199880119269265e-17,70585.08394352898,0.14391913770720113,117384.23491945786,0.003202927805407915,2.539696578765092e-06,704698.0334801427,0.04497411708809254,0.05658091568198899,0.07336679528117306,0.2466346164875602,28.23143915231177,7.390230539282363e-05,9.195055299742862e-10,1.1684716383957409e+29,19169.64591125085,415460385537545.9,29727.19969585485,4.730185385185646e+16,38533.186851300045,9.896067863265027e+27,28157.18538076249,3.736846608123375e+26,721.5391774399891,1.410072709693577e-06,65139.18224767896,7.70024404130998e-07,17792.693271864064,4.24512182541311e-05,84963.13180926601,0.0002490012177910337,37659.58416571732,5.231703979614233e-09,9.886529295145118e-17,0.24427862085908755,4.337236932034597e-09,0.12754179953124178,0.8724581961315214,,6.13560631914205e-11,503204.3728993768,4.196456199999749e-09,1.035247779614484e-09,metal,metal,intact,metal
3.7876113034401937e-07,62244.36762159719,0.07044911054623544,35035.65646086677,1.1597474558290867e-17,70741.41883293321,0.17231285146321978,32605.596616733885,0.002860993425798337,9.78546171054303e-06,6548129.924205641,0.03421425278298194,0.04916058795566414,0.055277154469762384,0.46901043477575227,35.2678292694571,0.0003633865527350408,8.609742309796704e-10,8.192613090459483e+28,17060.46466607599,384614989297075.75,27252.170814787525,3.6024464707767664e+16,46023.071472434676,5.561877758412764e+27,28934.65977625512,7.411554590470426e+26,1244.178079149784,6.039321414871696e-06,66268.10384081287,8.865409062901158e-07,7519.462216254721,9.06926342803473e-05,85321.78611246223,0.00017330112174028883,26741.160430716023,0.0001452557074837113,9.620751005604391e-15,0.6888049299483283,5.800333564180054e-07,0.0490384634245304,0.9509609565421131,,6.042384160325676e-08,2.5395350894612205,2.1656820358786294e-06,0.00014309002544783266,metal,metal,pinhole,metal
6.653222086377264e-08,66191.15197334734,0.08406036211413323,18600.77301698521,7.226545879548867e-17,70314.48748801605,0.26432270085047427,64067.2058659071,0.0024033769860467517,8.624550286535747e-07,5625645.427480179,0.045840952418647,0.07879262414452334,0.08440236560717487,0.2117138213772387,68.40665589855058,0.00037346773525556704,9.218424136353682e-10,1.094096572595409e+29,19477.176815902207,744447275368853.1,26285.209171659695,5.506761746603823e+16,44069.5268360155,7.729329230484955e+27,30579.004809337395,6.888468889472256e+26,894.0527928507958,7.214892440937966e-06,47549.692018938484,8.511479114186482e-07,31161.985470906147,4.220323334705647e-05,85931.23075995895,0.0005813239019519653,31893.981425821883,6.8277884128931005e-06,7.237921812278815e-15,0.4604884555801487,9.911659160386518e-09,0.239485572983333,0.7605144171050077,,2.1724885704019222e-10,2633605.951993167,4.975654557231771e-06,1.8521338556613296e-06,metal,metal,intact,metal
6.208886652019722e-08,64530.81235986744,0.057718749717623336,11078.433487788898,7.28975723875861e-17,70838.43514395703,0.16361652136942673,73051.51191029357,0.004092451010284248,8.48282264066091e-06,7178311.774892055,0.009657960272658833,0.03284569338314241,0.005993695563283649,0.09785298498858573,24.321889518620146,0.00026955518286082494,4.1636359103219905e-10,9.883404275639327e+28,18482.644888200564,804589754997638.9,27268.442636700718,5.892826196305582e+16,44589.87877435299,8.795799718807373e+27,35086.741582986695,1.7099271435669613e+27,1181.5820789570216,1.8802358452985026e-06,57000.15237371514,1.7527629319017395e-07,21064.5011489413,7.09871620067225e-05,74741.77520121982,0.000658254987912271,9408.326167833435,0.00010707257214339654,7.629322951296613e-13,0.45590963064437223,5.043171740852256e-08,0.39960693962196525,0.6003930099463174,,4.99785966934136e-09,2337497.621977419,9.869990482698394e-05,8.372667316412598e-06,metal,metal,intact,metal
7.106724579498732e-08,63327.59231152826,0.008179012449437377,9087.83110510905,5.4592652383252617e-17,70362.20014631034,0.317319475560495,71294.65257106241,0.0007583463606387464,6.765444018117571e-06,1249329.4088706144,0.09501141539637786,0.019598635578941696,0.04534583855542755,0.3648695726443125,75.42526673788682,0.00016962123298265715,4.5288831335399223e-10,1.007564080645307e+29,23504.895577968193,93281769598034.0,26228.0818624347,4.050857915933226e+16,47324.793629888525,4.6723799467672705e+27,27610.15364857611,1.3491622959462538e+27,1185.2237586360789,8.651811240094932e-06,50866.585623677354,4.455462230858643e-07,34647.82413644311,3.434321005256541e-05,80006.78431005678,0.0002480194542905918,38710.74141010838,6.719416615689301e-05,9.641715502622138e-13,0.3170944967622144,7.708907585810055e-08,0.29782002751140146,0.7021798953995226,,8.482038990947066e-09,478994.5802555456,5.169270998938178e-05,1.5501456167511228e-05,metal,metal,intact,metal
3.525992146782365e-08,67353.84706543713,0.006908405045983014,4423.439687605742,2.1584150175213402e-17,70836.54448541338,0.26637714508676286,91280.0835469427,0.0048584686818816045,1.35457043553398e-06,9764301.684334707,0.05804370841867489,0.07204958129884008,0.07297205845185802,0.26120312459675177,52.0702213525441,0.00017122205412619708,5.124009786630392e-10,1.1618609303976182e+29,24412.631331658096,358219004467818.2,26090.411186635465,2.5094555629932148e+16,49636.1284016198,2.2242114287076585e+27,22215.144948435318,1.2800205980685378e+27,861.1455353865713,8.30217238012868e-06,52931.30644170175,8.928119106894042e-07,43740.43177895862,2.5453624386606605e-05,73179.76963705242,0.0007558950620792621,31214.50305750373,3.710334232710899e-07,3.2099108910151736e-15,0.4130848879678733,5.581682708334471e-10,0.040045653453982796,0.9599543459878491,,1.0447368188207936e-10,8823915.586561598,2.929198183242823e-07,7.81136049468076e-08,metal,metal,intact,metal
1.0657819981942245e-07,74510.96822903234,0.044671700434907216,12431.809140804568,6.98166043621763e-17,70134.58535052011,0.20147153168736573,87450.64366260849,0.0021958096535882542,4.520248544002774e-06,5247180.056443548,0.08439618995955281,0.0792223669831207,0.03664306230620231,0.4046897162542355,79.77272414731665,0.0004412218430434196,6.675796352019812e-10,1.0509838384608077e+29,17477.571638998645,315233731588875.2,25788.081395736066,4.86239100780225e+16,36645.76971997456,3.751093852200645e+27,32357.809057292583,1.0561551993183207e+27,978.1235842785418,4.898527267525718e-06,52872.76452564857,7.876159329492729e-07,28734.943684586775,3.979546530796449e-05,79783.11967750349,0.0003904105829970888,31762.389645477655,4.636817265553119e-05,9.191341402162612e-14,0.5018605163777923,1.4564249433893268e-07,0.4769176860548329,0.5230821683026727,,3.567802528320377e-09,398990.75342139974,2.6998159856676966e-05,1.9370012798854224e-05,metal,mixed,mixed,metal
2.7996935846657633e-07,61572.69522880939,0.0018856369324793138,44319.41679267106,1.1766823539400021e-17,70138.90114082747,0.330093318508107,69356.89152704847,0.0038570566774443417,6.2636578164742336e-06,6586287.044672904,0.03262947124593834,0.08256299350324794,0.04448447893498216,0.34917743560772324,24.626230370940686,0.00039319009665106434,4.45491066323689e-10,9.926193360746704e+28,15155.916483235325,580363063059239.1,25294.639439136845,5.576472527217898e+16,37806.121454496366,7.296965071631645e+27,37574.081331653244,1.607605083410863e+26,1254.9310076832583,4.584359891811104e-06,48571.33743731113,4.918100045514825e-07,11237.979423625595,5.2948448015622385e-05,83015.86991836544,0.0008044783421235881,37112.906128184695,7.570743462863928e-05,4.0654202448218626e-13,0.6143196395845194,2.7949917450812748e-08,0.3471634871471338,0.6528364849029487,,8.563803447568482e-08,2228585.3316070545,5.8680661540848476e-05,1.7026773087790808e-05,metal,metal,intact,metal
1.0824638880929318e-08,64901.78592042316,0.05639115798690851,10150.179659816822,3.7437588691049307e-17,70175.3771983148,0.26112650489894373,42510.88535027985,0.0022649851490481225,1.8583172913980506e-06,5500461.303055587,0.050326870595619695,0.06241593062955454,0.04160790138297455,0.4144415006750286,50.45682052358201,0.00025011996640493056,5.144883267732908e-10,1.1871105745133254e+29,19732.864328599608,671840601905839.9,29167.003363219428,5.3297796064349176e+16,47783.920917869844,8.781013019687472e+27,22432.435058750645,5.769069921825184e+26,628.1919223710914,7.596262211077145e-06,61251.89397192305,3.0406609366448995e-07,20899.342551037113,0.00012380498760880852,99037.56880842407,0.0008564460949189023,35574.4419460972,6.736502324172384e-10,2.3176113865231735e-18,0.2750384338793637,2.7851817539446413e-11,0.18882188277742376,0.8111781171947243,,3.685326210637155e-14,3330749.8528832193,5.502874276468132e-10,1.2336280477042518e-10,metal,metal,intact,metal
3.2958921443250607e-07,67130.45023479302,0.02329126197199377,10637.436020995508,3.987835817121623e-17,69886.99116058854,0.18905158981206188,88972.83366755038,0.004431612108914776,3.7806337061388744e-06,1526888.2463273832,0.04145131029025898,0.0752650604403247,0.07373716933847993,0.41612162132829394,67.97414429430174,9.906544908654237e-05,8.310390042979757e-10,1.1556909661948784e+29,16488.83208243044,207690604380060.44,27799.86959598871,1221662279173964.2,48762.10557281511,9.687502021276371e+27,29526.382109749225,7.747459491357853e+26,706.2410138306305,8.035613800926027e-06,62556.55926063728,6.608168922118136e-07,32066.86960208655,1.78069778458626e-05,92831.5155508205,0.0009311621697894689,22956.444801917653,8.904549820397051e-09,2.8676422442915395e-17,0.17683565819553834,3.22153812526009e-09,0.48966217683739716,0.5103378199410646,,7.725348809428627e-12,125443.36120655986,5.414644222003378e-09,3.489905598393673e-09,metal,mixed,mixed,metal
2.128229118921088e-07,72303.11009607514,0.0015596838892933094,40133.48019118626,4.314225328417297e-17,69663.96911690939,0.3705037589166472,132430.6426884148,0.0020365832705859055,1.2875077747203026e-06,3831353.1913928934,0.0051444139490665645,0.04732425699563103,0.08242287232196042,0.35867260805094114,96.7941095173787,6.840528700690887e-05,5.058599756789268e-10,8.860865612702123e+28,22997.927037740534,446028132077277.4,27590.088868273127,3.793661284885087e+16,37518.24729680507,1.4959212293904332e+27,33687.62590708965,1.9071094161509455e+26,765.5176326051616,4.830279344961328e-06,65306.84629657888,8.882963302145434e-07,8917.935863442322,6.342985684271293e-05,98434.31696970703,0.0004197453208010387,30313.854417125272,5.55389421368047e-08,1.2312418819728448e-15,0.5602641079981555,1.7937337422599826e-09,0.0254959631760178,0.9745040350302485,,4.0220662704274983e-10,3612686.68912042,4.788057148353133e-08,7.658370653273373e-09,metal,metal,intact,metal
1.3401743653292623e-07,63710.205987894544,0.0018614050144236203,3474.4960493516414,8.193075976217806e-18,70310.84569954283,0.3903207934255826,140722.15270335894,0.0008000403893735505,9.87169145606625e-06,8981142.47249005,0.06107699890229123,0.042580974168598656,0.06577739679078562,0.26543091885783054,63.15460595349311,0.00044422434396782526,4.70236053113698e-10,1.1089981844836856e+29,15801.392605398722,802873191895242.1,25383.827103125554,3.888595189738563e+16,42210.15724809178,9.23524466782956e+27,34032.36314159263,1.4885788499761535e+27,682.3827291928416,1.2701673448980962e-06,44680.773660672276,9.307589111588821e-08,49332.07530859224,5.069219349039506e-05,83515.17936127717,0.00013979263967026193,18840.404380918924,5.231104896254051e-09,5.368223898870849e-18,0.06853929689328277,4.0190129634232916e-10,0.3495886259298584,0.6504113736682403,,6.316426825398879e-12,19244.39727880807,1.2916791959410444e-09,3.9394257003130066e-09,metal,mixed,mixed,metal
2.1390976184948386e-07,63892.190591954684,0.08680949349763803,22815.610997792275,2.3863857735097815e-17,70420.5054044116,0.1427259571790129,47827.96536268832,0.002194340846216329,3.1734720753643133e-06,6725144.28398478,0.0761408110291424,5.499239981277523e-05,0.032035492066582065,0.0755906062623005,5.327952662307129,0.0002054256251200641,6.830986302843852e-10,1.0405698234407906e+29,18044.627735626822,247473148151242.84,28868.623783740284,1.0836046650744674e+16,45216.395728365496,8.712098714663625e+27,29643.535334249078,3.1276630827743186e+26,578.8412067272523,1.5083411305992476e-06,57962.67365129382,3.617827715461691e-07,24745.246886210334,1.56727089446799e-05,81317.04050013828,0.000679898309262819,26498.601284929628,2.1268037978098157e-10,1.0945152787803705e-19,0.2297988241508082,1.691932888368996e-09,0.38058895292276446,0.6194110453853027,,1.9461774370838148e-13,17912.14963419185,7.56505171768733e-11,1.3702986260410828e-10,metal,mixed,mixed,metal
2.589604458665289e-07,67642.46094830328,0.004103376448797164,41336.962176384775,1.3521641178350039e-18,69773.57774568662,0.08105404104092162,115435.66957084135,0.0012316182492751013,4.839329544360828e-06,8677903.54677705,0.06621039387060139,0.09179300065124427,0.055814330460365755,0.3794059717376831,88.27240397901457,0.00034500467859036694,3.490394697770639e-10,9.270709251062784e+28,23053.111130236717,646372406491247.5,26792.908072078568,3.4538128545594024e+16,42918.12842995519,2.0793388730708188e+27,33470.16394479283,1.4976370406710603e+27,931.2809101631556,2.648455097921629e-06,66348.45085398303,3.610799829921744e-07,22214.150058398063,1.7458812057764387e-05,86406.35418698525,5.295851459492142e-05,32657.39259978839,1.8744883678874591e-06,1.0631340214024279e-15,0.4899182299232269,1.25839675819453e-08,0.35058932034828166,0.6494106670677509,,4.0552401244601635e-09,26176.070252825477,4.809494906930451e-07,1.3935388771944142e-06,metal,mixed,mixed,metal
2.2321068465052222e-07,75251.64174645075,0.022065992698762596,44533.37190931162,6.782505037078137e-17,70629.61678170064,0.1596581901278624,84435.2906400107,0.001484553315641319,2.4686335663657094e-06,38595.04873110785,0.09049930064772524,0.026462664709056546,0.03526478966105673,0.11739866122439235,80.64767128975929,0.0002835951430887546,4.942829415466629e-10,9.074014109438418e+28,16509.351142785952,560030968241821.4,28686.87138221562,4.890288742592929e+16,41491.169818145194,2.0727522930077813e+27,20481.51364232005,5.457601006483512e+26,929.3468144592671,6.937291728751175e-06,60078.56924874985,1.1361731494543123e-07,37132.33428468503,6.455671802034651e-06,99888.13929802013,0.0005236847360976564,19057.520872801048,1.294278751612923e-06,2.259284554650566e-14,0.023162072729463738,1.017295063492407e-06,0.4234746041247027,0.5765243785802338,,3.593763000400277e-09,6371.797435275353,9.058699752154348e-07,3.8840877639748813e-07,metal,mixed,mixed,metal
2.7839687738154123e-07,77371.27017627054,0.07143152801167403,36847.235328878494,3.07949278267836e-17,69584.24945078365,0.3078746125897647,27694.425880023595,0.0043501370015495994,7.63792830694717e-06,4493377.658910262,0.08356880514466737,0.0980930563042636,0.07312939825699236,0.38639736213774584,59.96952947527394,0.0004942788306730348,4.903930541976165e-10,9.08905223756537e+28,16973.731174126806,15790523587943.604,25914.68590378975,3509625907696223.5,40756.105364787196,6.691605385264149e+27,30828.568374331746,1.5956890122498934e+27,615.312565015775,6.93304042519152e-07,53358.157356139745,7.186859690921308e-07,39391.578929565614,2.1469397260931223e-05,89508.53309143113,0.0008527879893108686,29945.2160965028,3.641654342681427e-10,1.855156822096071e-18,0.141330019670564,1.8458798244064947e-10,0.3788767976704009,0.621123202145011,,6.877709799899346e-13,852539.7379113407,2.1684910462018226e-10,1.473163296479604e-10,metal,mixed,mixed,metal
1.5124826509814125e-07,70173.44341056922,0.05152711760494814,10732.79146606567,1.5760562998601927e-18,70405.08706721806,0.3955827438279833,40449.013865299414,0.0034829859650347826,8.027971248302256e-06,9272248.49373355,0.018428620279471133,0.01725440188264805,0.05194283877284835,0.40682233160956516,78.49254601455183,1.1741990758630766e-05,5.646625486689152e-10,8.26394974716084e+28,15211.612665951146,592503209009547.1,29668.114172377875,2.526830380033722e+16,36927.13150137762,2.099110966426257e+27,21907.73757381262,1.8151893291959044e+27,1252.5820515312314,9.122608455556401e-06,56902.93329090394,3.7118032413213293e-07,47350.1090901121,5.7788183480144574e-05,78434.6000580897,0.0003328537027422484,19477.130447855536,8.438420408043554e-05,5.971192987566097e-15,0.5247600760007302,1.2437577555951086e-06,0.12589040942017413,0.8741083468220704,,8.640578053444536e-08,2.983301998218168,2.065260613573046e-06,8.23189434668625e-05,metal,metal,pinhole,metal
4.2353890969062535e-07,79952.53433603093,0.09679389362091774,48483.27598353976,4.574885146457908e-17,70024.64262857792,0.3295815972126878,165834.88004140812,0.0033246117267207802,9.303095410393432e-06,5647977.15880853,0.06633135543580966,0.058521324069941705,0.0753718218427512,0.29303833034792537,31.289869166707067,0.00030771063830299585,3.1142189555864916e-10,1.0269151506926868e+29,16999.110066779347,302342577241887.2,29275.525700150647,173387434093725.56,45542.548080245186,2.5282741372978324e+27,26848.35589315526,2.528412878542482e+25,610.3171886161462,2.740723724434149e-06,55066.813321929425,5.143296918268031e-07,26137.7423354022,0.00013243597291790211,96926.05552255595,0.0006149553499440872,37541.33390099296,1.0206723730019542e-10,1.986115576280116e-19,0.25467365746489423,2.8323438990751675e-11,0.4365702041872278,0.5634297957844487,,8.076696411736197e-13,54465.17752078406,3.660445825683207e-11,6.546277904336335e-11,metal,mixed,mixed,metal
3.798172132745164e-08,65245.729617440986,0.03202520662731229,16699.982121312885,6.2231052313355e-17,69620.94785701644,0.14141167652245476,145779.35866059622,0.002837899478626243,1.2279414684164518e-06,3331931.587849635,0.08968493704953007,0.0437236396126629,0.0003684040817370089,0.3711049034107124,67.40227137448443,0.00012676591572856972,3.85226772114549e-10,1.1656881840408377e+29,22376.212221546342,227682535857325.62,29199.22695461641,5.485425448619242e+16,43132.07293748664,2.289834120789175e+26,32687.777160605074,6.119613180294128e+26,670.6594336832097,1.5977510834349117e-06,68653.45243238487,6.867141081513191e-07,38951.79664636193,5.356809853479024e-05,91065.6977926885,0.0006433607469340029,29607.055575651342,2.2837691387903248e-08,7.693593575838588e-18,0.16305132737818542,1.714799282228201e-08,0.4105491927431617,0.5894507901088454,,2.623825000066271e-11,19069.265047384157,9.157552654282788e-09,1.368013873362046e-08,metal,mixed,mixed,metal
3.923937624098366e-08,67349.22570347501,0.017535131001554287,40898.5539084197,7.795523268880901e-17,70635.3274743354,0.3853276049779884,62892.24651452171,0.0034529729052233276,2.6367173917019487e-06,2223190.7972057215,0.06405409602907228,0.02242834027878723,0.00022057846977262168,0.27536590843611913,68.18530337563232,0.00020595582774705578,5.802805424884886e-10,1.1357246176936511e+29,15402.049157019848,204015121399229.66,27109.553658831202,1.9965805767365932e+16,48953.74396617891,3.5473571932311813e+27,28655.816984993668,1.5654494853559635e+27,799.3765096135579,3.642006842953366e-06,67276.7972799605,2.312674619361306e-07,47224.28157460186,0.00010676509741990783,87576.56691833801,0.0008191644059416499,19216.496912137736,1.9996390121844973e-08,1.271691345652364e-15,0.10568730175325741,3.71748534306506e-10,0.0247787128628061,0.9752212867654453,,2.2824310117962177e-11,2104751.4477504008,1.8221986541569962e-08,1.7744035802750109e-09,metal,metal,intact,metal
4.109509844783905e-07,65720.40011922906,0.006041547231089194,5919.770894223783,6.669430230241383e-17,70608.74679334665,0.25443939458787523,44562.06716642273,0.002395465648907452,1.2848125155388857e-06,9942263.67665881,0.04410055697645976,0.08318088047762974,0.06436787375550236,0.39362416819580676,25.53204915409645,0.0004628021950868243,8.973926290020622e-10,1.0740612742311677e+29,19491.361807702953,300082806759950.7,27607.271922184133,1.351869059342863e+16,48753.304004225676,3.9419788512067304e+27,25113.849822531756,1.57475844825592e+27,588.2891003094627,1.760041659089072e-06,59647.22728209203,9.232533690887517e-07,15703.556185137695,1.2135475627980203e-05,86430.1432094853,0.0006657580130596608,9036.451425682528,1.199518074853931e-09,8.754268542454863e-19,0.5212418925980837,1.5878006214120415e-09,0.38250837844651575,0.6174916199656837,,4.895062899146044e-13,2571566.397549514,8.53924073911244e-10,3.4559400094268705e-10,metal,metal,intact,metal
3.096438430949231e-07,69008.22344211533,0.08633637041578436,5559.803635292444,7.208473021969008e-18,70903.26816810275,0.37197491034318214,48450.98811786872,0.004636653807819831,1.2101155182210985e-06,5150027.130800266,0.06827177500098558,0.008339572534065599,0.01036085589625976,0.2902719521325916,77.11570613520104,0.0003005873544242864,6.699676316525943e-10,8.154002224860142e+28,17098.83160080187,236952426107492.16,26180.426519005116,5.819639860418186e+16,39224.28403695951,4.9040145633126896e+27,33075.06493754925,8.345072487405036e+26,639.7723583918995,3.7809727397427147e-06,64757.90217183232,9.855329379478507e-07,18876.591212945903,2.419478571044814e-05,75636.62165655017,0.0009657530294415364,6498.116084552091,1.3220245677023891e-08,8.85556064196013e-19,0.4346880888747939,1.93173883004252e-07,0.14671888470662353,0.8532809221194936,,6.241942362609186e-12,541.9735398564513,1.500724068560254e-09,1.1719521608463637e-08,metal,metal,pinhole,metal
1.2004370420023112e-07,78290.28979490438,0.05849238897702498,23009.886706188598,1.0262780643629962e-17,69838.04551478983,0.15415212843624765,123347.96206761923,0.00486989439721589,8.190027449299301e-06,1218916.856281162,0.08529842363119923,0.0873011833749419,0.031585420698450134,0.3735008900789328,8.013888037944739,0.0004258940435252116,9.18610532678079e-10,8.372965438750769e+28,20687.085024383996,770955550734158.2,25655.281533703157,1.91694451400877e+16,37934.9501316751,6.25067811298163e+27,24727.20868953613,1.2913528815436587e+26,787.5606511970384,1.3161385488505999e-06,65445.66001524204,4.784696824444959e-07,45739.80657249508,1.3694516371570338e-05,93454.46109765948,0.00034811066515433087,31627.102084541108,5.403287903516959e-08,2.400352819511359e-16,0.1122953437229805,1.8702414435961238e-08,0.48896589539698854,0.511034085900597,,6.652091673109337e-11,15741.551031614363,2.2829215922610327e-08,3.1203663112559265e-08,metal,mixed,mixed,metal
4.2383719409141063e-07,62419.52537024822,0.0008026563416332501,40853.27719201522,6.285848424840423e-17,69483.66555746466,0.1994997372516004,103157.29139172487,0.003908213436405318,3.9330337324752594e-06,382036.87188581185,0.07857378647017793,0.033353817882657975,0.044034386970455114,0.08438144697862326,22.439026846728357,0.0004802182450412889,8.154283545027524e-10,1.1402450868294904e+29,15656.666455594412,175461623678836.34,28137.718463385736,9136994801241230.0,46404.589008498595,8.479290678413819e+27,36061.905732630585,1.568845312523747e+26,638.98519150057,9.25138628456935e-06,64598.69762258704,5.423546388055352e-07,25008.513230655248,6.299156104603627e-05,88120.55779322996,0.0008264936569000798,38276.78228148789,1.0523921421683153e-11,2.343119597049733e-18,0.09849232627266326,9.277110461381545e-12,0.02323288967110373,0.9767671103196192,,3.339111034205283e-12,361328.94038097956,8.844836869509623e-12,1.679084552173531e-12,metal,metal,intact,metal
1.6605929385513328e-07,71910.10127731545,0.05543784894697123,25121.129961340914,4.4208620608119643e-17,69259.94502508403,0.3273806462750781,130438.38515655516,0.0015247803510288096,7.2829750965464115e-06,5711481.879042583,0.01857375585669424,0.08955846601711288,0.06554168552632635,0.46181513329976726,22.467987677935113,0.00034993864966066505,8.412929169188131e-10,9.42160672183405e+28,18177.99172244538,393126339863949.7,25907.09618806343,5.7538874938439816e+16,41073.20661135989,2.3562317374992916e+27,27352.709632184968,7.26014846220736e+26,1146.3517261138445,6.214308950688999e-06,60795.6283868959,5.196587460917916e-07,20042.367378627103,4.901483569850624e-05,94389.26328383166,0.00022895890092530083,28683.23608860638,0.0021504610809601416,3.558152058882693e-11,0.5582756699472248,8.588144665264152e-07,0.15076523799085595,0.8492339031946774,,3.4535941967151785e-08,3873454.412032005,0.0017311289086625224,0.0004193321722976192,metal,metal,intact,metal
2.7969141674948297e-08,78465.85983803288,0.04011186978007146,7771.962674400795,1.0298039136579944e-17,69432.19419930392,0.2474612814571292,125073.60895448392,0.0039568896412226495,3.7872964713546855e-06,7492849.139264043,0.050887777179363804,0.0874546829166074,0.08469384229593983,0.060287111598949304,53.61323305024591,0.0003391213029940865,3.7171039272342375e-10,8.166308077498664e+28,18879.33053880228,764023574860356.8,27205.603080056793,3.4556601482575816e+16,47369.810124631396,2.5998180673602486e+27,20728.00418491086,8.035343236464016e+26,935.8499441162014,5.647702183022175e-06,51443.03307196975,7.945066411533624e-08,22479.68229977664,1.5748097851742611e-06,87782.79073501432,0.0006934946181227699,35733.36579942814,3.4766261371675335e-06,4.3957633075886885e-14,0.2950567292791025,4.347991771949416e-08,0.08108084844383202,0.9189191080762504,,1.7276359835978728e-10,5990449.375815113,2.634188824045388e-06,8.424373131221454e-07,metal,metal,intact,metal
1.1618142689786483e-07,64291.34918219959,0.08773114683203115,1817.8793497678625,1.7346798121136888e-19,70183.20451457275,0.11920343455886352,95744.23625921998,0.0027630780635063364,2.4593132911001315e-06,8235726.7422582405,0.08863553140873352,0.0755214315937714,0.009190300399492488,0.19996645417415995,38.398447351490255,3.2967505856462314e-05,8.662597457532669e-10,1.178875847840052e+29,20466.749582471188,47341716308984.734,25635.805222837313,1.0041837903239756e+16,45843.19062289005,7.227005271140791e+27,37398.64308396669,1.3986085144172756e+27,622.2632426205782,3.116129081468126e-06,50780.23870113066,4.78338583837536e-07,27215.880568294586,0.00010413267999241806,71150.5030490697,0.0003137818307721167,19371.68580138655,3.940013154456433e-09,1.842550222182496e-21,0.2816436328739243,1.7568078631486548e-09,0.0008489251274479131,0.9991510731157444,,5.792541158991956e-13,0.019298743095439795,1.7772910111155767e-12,3.938235863445317e-09,metal,metal,pinhole,metal
3.233452936296857e-07,73233.54346551621,0.047037187297103565,45757.10889438877,1.9171219151522933e-17,69916.15383705366,0.19438802798944688,49300.16303436615,0.004998988894189441,3.2266211215673757e-06,8686432.77928902,0.018526384218528626,0.011179895566878803,0.050040702715142264,0.31947035859843353,2.739588813860715,0.0004966476861733461,5.523642155195482e-10,1.0113832575925974e+29,23227.207361248984,17268731911019.9,28433.732723439025,5.5075769271630504e+16,35985.181324949575,1.883457168595629e+27,27534.877941684288,1.536826160524013e+27,1117.7975329636265,6.9922772287888205e-06,67200.60786586329,7.147912522569464e-07,48414.84781082774,6.71753780829101e-05,84695.86788804134,0.00013151839003694616,32710.754277667726,4.282687770958979e-05,1.7922713499411827e-14,0.5255220788765478,2.313521359152136e-07,0.4050103210339816,0.5949894476138824,,7.500358011650278e-08,1225.652218146312,1.4886582423480239e-05,2.794029528610955e-05,metal,mixed,mixed,metal
2.28496458202055e-07,73790.74361162647,0.09539138791246451,48378.072819425135,9.47011401249942e-18,70158.2068539321,0.183997796062726,92274.04882235134,0.0015907794563809672,2.7013369339520014e-06,1460207.451689501,0.04466354770609379,0.09197187570895424,0.02692250621488117,0.17739642748477655,37.89266002485683,0.00010885475238872432,6.029447959468751e-10,8.527117753544792e+28,23043.975981849035,348685134629802.56,27645.291434155228,3301296247382502.0,41829.55073180719,1.9553025035604476e+27,30488.873949970643,1.5605640407981013e+27,844.419208700964,9.180338205939691e-06,47326.19774112508,6.599627306164047e-07,21756.146791932773,4.000741506078564e-05,89920.60441646124,0.00011687743426818181,14766.092190744357,7.567806469219176e-07,6.316924838470249e-16,0.31825437377343563,3.204988272020679e-08,0.47086620060684,0.5291337673432774,,7.832523739547287e-10,2375.532766864593,2.2684064501282672e-07,5.29940001909091e-07,metal,mixed,mixed,metal
